bnuber,gene,gene_description,copy_number,growth_rate_hr-1
b3979,"thrt, eck3970, jwr0106",trna-thr,,0.4
b3980,"tufb, eck3971, jw3943, kirt, pult",protein chain elongation factor ef-tu (duplicate of tufa),,0.4
b3981,"sece, eck3972, jw3944, mbrc, prlg",preprotein translocase membrane subunit,,0.4
b3982,"nusg, eck3973, jw3945",transcription termination factor,4025,0.4
b3983,"rplk, eck3974, jw3946, relc",50s ribosomal subunit protein l11,16608,0.4
b3984,"rpla, eck3975, jw3947, rpy",50s ribosomal subunit protein l1,20573,0.4
b3985,"rplj, eck3976, jw3948",50s ribosomal subunit protein l10,18917,0.4
b3986,"rpll, eck3977, jw3949",50s ribosomal subunit protein l7/l12,36405,0.4
b3987,"rpob, eck3978, ftsr, gron, jw3950, nitb, rif, ron, sdgb, stl, stv,","rna polymerase, beta subunit (ec:2,7,7,6)",5416,0.4
b3988,"rpoc, eck3979, jw3951, tabb","rna polymerase, beta prime subunit (ec:2,7,7,6)",4740,0.4
b3989,"yjaz, eck3980, htrc, jw3952",heat shock protein,,0.4
b3990,"thih, eck3981, jw3953, thib",thiamin biosynthesis thigh complex subunit,,0.4
b3991,"thig, eck3982, jw5549, thib",thiamin biosynthesis thigh complex subunit,1434,0.4
b3992,"thif, eck3984, jw3956, thia","thiamin (thiazole moiety) biosynthesis protein (ec:2,7,7,-)",828,0.4
b3993,"thie, eck3985, jw3957, thia",thiamin phosphate synthase (thiamin phosphate pyrophosphorylase),1423,0.4
b3994,"thic, eck3986, jw3958",thiamin (pyrimidine moiety) biosynthesis protein,1530,0.4
b3995,"rsd, eck3987, jw3959","stationary phase protein, binds sigma 70 rna polymerase subunit",641,0.4
b3996,"nudc, eck3988, jw5548, yjad",nadh pyrophosphatase,,0.4
b3997,"heme, eck3989, hemc, jw3961","uroporphyrinogen decarboxylase (ec:4,1,1,37)",524,0.4
b3998,"nfi, eck3990, jw5547, yjaf","endonuclease v (ec:3,1,21,7)",,0.4
b3999,"yjag, eck3991, jw3963",conserved protein,171,0.4
b4000,"hupa, eck3992, jw3964","hu, dna-binding transcriptional regulator, alpha subunit",42273,0.4
b4001,"yjah, eck3993, jw3965",conserved protein,,0.4
b4002,"zrap, eck3994, jw5546, yjai, zra",zn-binding periplasmic protein,,0.4
b4003,"zras, eck3995, hydh, jw3967",sensory histidine kinase in two-component regulatory system with,,0.4
b4004,"zrar, eck3996, hydg, jw3968",fused dna-binding response regulator in two-component regulatory,,0.4
b4005,"purd, adth, eck3997, jw3969",phosphoribosylglycinamide synthetase phosphoribosylamine-glycine,1402,0.4
b4006,"purh, eck3998, jw3970",fused imp cyclohydrolase/phosphoribosylaminoimidazolecarboxamide,1698,0.4
b4009,"rrle, eck4001, jwr0109",23s ribosomal rna of rrne operon,,0.4
b4011,"yjaa, eck4003, jw3971",conserved protein,,0.4
b4012,"yjab, eck4004, jw3972",predicted acetyltransferase,,0.4
b4013,"meta, eck4005, jw3973","homoserine o-transsuccinylase (ec:2,3,1,46)",978,0.4
b4014,"aceb, eck4006, jw3974, mas","malate synthase a (ec:2,3,3,9)",7252,0.4
b4015,"acea, eck4007, icl, jw3975","isocitrate lyase (ec:4,1,3,1)",23737,0.4
b4016,"acek, eck4008, jw3976","isocitrate dehydrogenase kinase/phosphatase (ec:2,7,11,5)",,0.4
b4017,"arpa, eck4009, jw3977, yjac","ankyrin repeat protein, function unknown",,0.4
b4018,"iclr, eck4010, jw3978",dna-binding transcriptional repressor,,0.4
b4019,"meth, eck4011, jw3979","homocysteine-n5-methyltetrahydrofolate transmethylase, b12-dependent",449,0.4
b4020,"yjbb, eck4012, jw3980",predicted transporter,,0.4
b4021,"pepe, eck4013, jw3981","(alpha)-aspartyl dipeptidase (ec:3,4,13,21)",522,0.4
b4022,"rluf, eck4014, jw3982, yjbc","23s rrna u2604 pseudouridine synthase (ec:4,2,1,70)",,0.4
b4023,"pagb, eck4015, jw3983, yjbd",conserved protein,,0.4
b4024,"lysc, apk, eck4016, jw3984","aspartokinase iii (ec:2,7,2,4)",1144,0.4
b4025,"pgi, eck4017, jw3985","glucosephosphate isomerase (ec:5,3,1,9)",5151,0.4
b4026,"yjbe, eck4018, jw3986",predicted protein,,0.4
b4027,"yjbf, eck4019, jw5711",predicted lipoprotein,,0.4
b4028,"yjbg, eck4020, jw3988",conserved protein,,0.4
b4029,"yjbh, eck4021, jw3989",predicted porin,,0.4
b4030,"psie, eck4022, jw3990, yjba",predicted phosphate starvation inducible protein,,0.4
b4031,"xyle, eck4023, jw3991",d-xylose transporter,,0.4
b4032,"malg, eck4024, jw3992, malj",maltose transporter subunit,,0.4
b4033,"malf, eck4025, jw3993, malj",maltose transporter subunit,,0.4
b4034,,,9493,0.4
b4035,"malk, eck4027, jw3995","fused maltose transport subunit, atp-binding component of abc",885,0.4
b4036,"lamb, eck4028, jw3996, malb, mall",maltose outer membrane porin (maltoporin),251,0.4
b4037,"malm, eck4029, jw3997, mola",maltose regulon periplasmic protein,5431,0.4
b4038,"yjbi, eck4030, jw3998",pseudogene,,0.4
b4039,"ubic, eck4031, jw5713","chorismate pyruvate lyase (ec:4,1,3,-)",,0.4
b4040,"ubia, cyr, eck4032, jw4000","p-hydroxybenzoate octaprenyltransferase (ec:2,5,1,-)",,0.4
b4041,"plsb, eck4033, jw4001","glycerol-3-phosphate o-acyltransferase (ec:2,3,1,15)",349,0.4
b4042,"dgka, eck4034, jw4002","diacylglycerol kinase (ec:2,7,1,107)",,0.4
b4043,,,132,0.4
b4044,"dinf, eck4036, jw4004",dna-damage-inducible sos response protein,,0.4
b4045,"yjbj, eck4037, jw4005",predicted stress response protein,576,0.4
b4046,"zur, eck4038, jw5714, yjbk","dna-binding transcriptional repressor, zn(ii)-binding",112,0.4
b4047,"yjbl, eck4039, jw4007",predicted protein,,0.4
b4048,"yjbm, eck4040, jw4008",predicted protein,,0.4
b4049,"dusa, eck4041, jw5950, yjbn",trna-dihydrouridine synthase a,111,0.4
b4050,"pspg, eck4042, jw5716, yjbo",phage shock protein g,,0.4
b4051,"qora, eck4043, hcz, hzc, jw4011, qor","quinone oxidoreductase, nadph-dependent (ec:1,6,5,5)",969,0.4
b4052,"dnab, eck4044, grop, grpa, grpd, jw4012","replicative dna helicase (ec:3,6,1,-)",,0.4
b4053,"alr, eck4045, jw4013","alanine racemase 1, plp-binding, biosynthetic (ec:5,1,1,1)",,0.4
b4054,"tyrb, eck4046, jw4014","tyrosine aminotransferase, tyrosine-repressible, plp-dependent",1921,0.4
b4055,"apha, eck4047, hobh, jw4015, napa, yjbp","acid phosphatase/phosphotransferase, class b, non-specific",,0.4
b4056,"yjbq, eck4048, jw4017",conserved protein,,0.4
b4057,"yjbr, eck4049, jw4018",conserved protein,565,0.4
b4058,"uvra, dar, eck4050, jw4019",atpase and dna damage recognition protein of nucleotide excision,180,0.4
b4059,"ssb, eck4051, exrb, jw4020, lexc",single-stranded dna-binding protein,2475,0.4
b4060,"yjcb, eck4052, jw5718",predicted inner membrane protein,,0.4
b4061,"yjcc, eck4053, jw4022",predicted signal transduction protein (eal domain containing,,0.4
b4062,"soxs, eck4054, jw4023",dna-binding transcriptional dual regulator,,0.4
b4063,"soxr, eck4055, jw4024, marc","dna-binding transcriptional dual regulator, fe-s center for",,0.4
b4064,"yjcd, eck4057, jw4025",predicted permease,,0.4
b4065,"yjce, eck4058, jw4026",predicted cation/proton antiporter,,0.4
b4066,"yjcf, eck4059, jw4027",conserved protein,,0.4
b4067,"actp, eck4060, jw4028, yjcg",acetate transporter,,0.4
b4068,"yjch, eck4061, jw4029",conserved inner membrane protein involved in acetate transport,,0.4
b4069,"acs, acsa, eck4062, jw4030, yfac","acetyl-coa synthetase (ec:6,2,1,1)",3720,0.4
b4070,"nrfa, eck4063, jw4031","nitrite reductase, formate-dependent, cytochrome",,0.4
b4071,"nrfb, eck4064, jw4032, yjci","nitrite reductase, formate-dependent, penta-heme cytochrome c",,0.4
b4072,"nrfc, eck4065, jw4033, yjcj","formate-dependent nitrite reductase, 4fe4s subunit",,0.4
b4073,"nrfd, eck4066, jw4034, yjck","formate-dependent nitrite reductase, membrane subunit",,0.4
b4074,"nrfe, eck4067, jw4035, yjcl","heme lyase (nrfefg) for insertion of heme into c552, subunit nrfe",,0.4
b4075,"nrff, eck4068, jw4036, yjcm","heme lyase (nrfefg) for insertion of heme into c552, subunit nrff",,0.4
b4076,"nrfg, aidc, eck4069, jw4037, yjcn","heme lyase (nrfefg) for insertion of heme into c552, subunit nrfg",,0.4
b4077,"gltp, eck4070, jw4038",glutamate/aspartate:proton symporter,,0.4
b4078,"yjco, eck4071, jw4039",conserved protein,,0.4
b4079,"fdhf, eck4072, jw4040","formate dehydrogenase-h, selenopolypeptide subunit (ec:1,2,1,2)",,0.4
b4080,"mdtp, eck4073, jw4041, yjcp",predicted outer membrane factor of efflux pump,,0.4
b4081,"mdto, eck4074, jw4042, yjcq",predicted multidrug efflux system component,,0.4
b4082,"mdtn, eck4075, jw4043, yjcr",predicted membrane fusion protein of efflux pump,,0.4
b4083,"yjcs, eck4076, jw5721",predicted alkyl sulfatase,,0.4
b4084,"alsk, eck4077, jw5724, yjct","d-allose kinase (ec:2,7,1,55)",,0.4
b4085,"alse, eck4078, jw4046, yjcu",allulose-6-phosphate 3-epimerase,,0.4
b4086,"alsc, eck4079, jw4047, yjcv",d-allose transporter subunit,,0.4
b4087,"alsa, eck4080, jw4048, yjcw",fused d-allose transporter subunits of abc superfamily: atp-binding,,0.4
b4088,"alsb, eck4081, jw4049, yjcx",d-allose transporter subunit,191,0.4
b4089,"rpir, alsr, eck4082, jw4050, yjcy",dna-binding transcriptional repressor,,0.4
b4090,"rpib, alsb, alsi, eck4083, jw4051, yjca",ribose 5-phosphate isomerase b/allose 6-phosphate isomerase,,0.4
b4092,"phnp, eck4085, jw4053",carbon-phosphorus lyase complex accessory protein,,0.4
b4093,"phno, eck4086, jw4054",predicted acyltransferase with acyl-coa n-acyltransferase domain,,0.4
b4094,"phnn, eck4087, jw4055","ribose 1,5-bisphosphokinase",,0.4
b4095,"phnm, eck4088, jw4056",carbon-phosphorus lyase complex subunit,,0.4
b4096,"phnl, eck4089, jw4057",carbon-phosphorus lyase complex subunit,,0.4
b4097,"phnk, eck4090, jw5727",carbon-phosphorus lyase complex subunit,,0.4
b4098,"phnj, eck4091, jw4059",carbon-phosphorus lyase complex subunit,,0.4
b4099,"phni, eck4092, jw4060",carbon-phosphorus lyase complex subunit,,0.4
b4100,"phnh, eck4093, jw4061",carbon-phosphorus lyase complex subunit,,0.4
b4101,"phng, eck4094, jw4062",carbon-phosphorus lyase complex subunit,,0.4
b4102,"phnf, eck4095, jw4063",predicted dna-binding transcriptional regulator of phosphonate,,0.4
b4104,"phne, eck4096, jw4064",pseudogene,,0.4
b4105,"phnd, eck4098, jw4066, psid",phosphonate/organophosphate ester transporter subunit,,0.4
b4106,"phnc, eck4099, jw4067",phosphonate/organophosphate ester transporter subunit,,0.4
b4107,"yjdn, eck4100, jw4068, phnb",conserved protein,275,0.4
b4108,"yjdm, eck4101, jw4069, phna",conserved protein,,0.4
b4109,"yjda, eck4102, jw4070",conserved protein with nucleoside triphosphate hydrolase domain,,0.4
b4110,"yjcz, eck4103, jw5729",conserved protein,,0.4
b4111,"prop, eck4104, jw4072",proline/glycine betaine transporter,,0.4
b4112,"bass, eck4105, jw4073, pmrb",sensory histidine kinase in two-component regulatory system with,,0.4
b4113,"basr, eck4106, jw4074, pmra",dna-binding response regulator in two-component regulatory system,935,0.4
b4114,"epta, eck4107, jw5730, yjdb",predicted metal dependent hydrolase,,0.4
b4115,"adic, anic, eck4108, jw4076, yjdd, yjde",arginine:agmatin,,0.4
b4116,"adiy, eck4109, jw4077",dna-binding transcriptional activator,,0.4
b4117,"adia, adi, eck4110, jw5731","biodegradative arginine decarboxylase (ec:4,1,1,19)",,0.4
b4118,"melr, eck4111, jw4079",dna-binding transcriptional dual regulator,,0.4
b4119,"mela, eck4112, jw4080, mel-7","alpha-galactosidase, nad(p)-binding (ec:3,2,1,22)",,0.4
b4120,"melb, eck4113, jw4081, mel-4",melibiose:sodium symporter,,0.4
b4121,"yjdf, eck4114, jw4082",conserved inner membrane protein,,0.4
b4122,"fumb, eck4115, jw4083","anaerobic class i fumarate hydratase (fumarase b) (ec:4,2,1,2)",,0.4
b4123,"dcub, eck4116, genf, jw4084",c4-dicarboxylate antiporter,,0.4
b4124,"dcur, eck4117, jw4085, yjdg",dna-binding response regulator in two-component regulatory system,,0.4
b4125,"dcus, eck4118, jw4086, yjdh",sensory histidine kinase in two-component regulatory system with,,0.4
b4126,"yjdi, eck4119, jw4087",conserved protein,,0.4
b4127,"yjdj, eck4120, jw4088",predicted acyltransferase with acyl-coa n-acyltransferase domain,,0.4
b4128,"yjdk, eck4121, jw4089",predicted protein,,0.4
b4129,"lysu, eck4123, jw4090","lysine trna synthetase, inducible (ec:6,1,1,6)",117,0.4
b4130,"yjdl, eck4124, jw4091",predicted transporter,,0.4
b4131,"cada, eck4125, jw4092","lysine decarboxylase 1 (ec:4,1,1,18)",,0.4
b4132,"cadb, eck4126, jw4093",predicted lysine/cadaverine transporter,,0.4
b4133,"cadc, eck4127, jw4094",dna-binding transcriptional activator,,0.4
b4135,"yjdc, cuta3, eck4129, jw5733",predicted transcriptional regulator,467,0.4
b4136,"dsbd, cuta2, cycz, dipz, eck4130, htri, jw5734",fused thiol:disulfide interchange protein: activator of,,0.4
b4137,"cuta, cuta1, cycy, eck4131, jw4097","copper binding protein, copper sensitivity",,0.4
b4138,"dcua, eck4132, gena, jw5735",c4-dicarboxylate antiporter,,0.4
b4139,"aspa, eck4133, jw4099","aspartate ammonia-lyase (ec:4,3,1,1)",1008,0.4
b4140,"fxsa, eck4134, jw4100, yjeg",inner membrane protein,,0.4
b4141,"yjeh, eck4135, jw4101",predicted transporter,,0.4
b4142,"gros, eck4136, groes, jw4102, mopb, tabb","cpn10 chaperonin groes, small subunit of groesl",20824,0.4
b4143,"grol, eck4137, groel, jw4103, mopa","cpn60 chaperonin groel, large subunit of groesl",12619,0.4
b4144,"yjei, eck4138, jw5736",conserved protein,332,0.4
b4145,"yjej, eck4139, jw4105",predicted protein,,0.4
b4146,"yjek, eck4140, jw4106",predicted lysine aminomutase,,0.4
b4147,"efp, eck4141, jw4107",elongation factor ef-p,5102,0.4
b4148,"suge, eck4144, jw5738",multidrug efflux system protein,,0.4
b4149,"blc, eck4145, jw4110, yjel",outer membrane lipoprotein (lipocalin),49,0.4
b4150,"ampc, ampa, eck4146, jw4111","beta-lactamase/d-alanine carboxypeptidase (ec:3,5,2,6)",,0.4
b4151,"frdd, eck4147, jw4112","fumarate reductase (anaerobic), membrane anchor subunit",,0.4
b4152,"frdc, eck4148, jw4113","fumarate reductase (anaerobic), membrane anchor subunit",,0.4
b4153,"frdb, eck4149, jw4114","fumarate reductase (anaerobic), fe-s subunit (ec:1,3,99,1)",421,0.4
b4154,"frda, eck4150, jw4115",fumarate reductase (anaerobic) catalytic and nad/flavoprotein,195,0.4
b4155,"poxa, eck4151, genx, jw4116, yjea",predicted lysyl-trna synthetase,,0.4
b4156,"yjem, eck4152, jw5739",predicted transporter,,0.4
b4157,"yjen, eck4153, jw4118",predicted protein,,0.4
b4158,"yjeo, eck4154, jw4119",conserved inner membrane protein,,0.4
b4159,"yjep, eck4155, jw4120",predicted mechanosensitive channel,,0.4
b4160,"psd, eck4156, jw4121","phosphatidylserine decarboxylase (ec:4,1,1,65)",974,0.4
b4161,"rsga, eck4157, jw4122, yjeq","ribosome small subunit-dependent gtpase a (ec:3,6,1,-)",253,0.4
b4162,"orn, eck4158, jw5740, yjer","oligoribonuclease (ec:3,1,-,-)",767,0.4
b4165,"glyy, eck4161, glyvgamma, jwr0114",trna-gly,,0.4
b4166,"yjes, eck4162, jw4124",predicted fe-s electron transport protein,,0.4
b4167,"yjef, eck4163, jw4125",predicted carbohydrate kinase,98,0.4
b4168,"yjee, eck4164, jw4126",atpase with strong adp affinity,356,0.4
b4169,"amib, eck4165, jw4127, yjed","n-acetylmuramoyl-l-alanine amidase ii (ec:3,5,1,28)",,0.4
b4170,"mutl, eck4166, jw4128",methyl-directed mismatch repair protein,20,0.4
b4171,"miaa, eck4167, jw4129, trpx",delta(2)-isopentenylpyrophosphate trna-adenosine transferase,,0.4
b4172,"hfq, eck4168, jw4130","hf-i, host factor for rna phage q beta replication",,0.4
b4173,"hflx, eck4169, hfla, hslx, jw4131",predicted gtpase,177,0.4
b4174,"hflk, eck4170, hfla, hsly, jw4132",modulator for hflb protease specific for phage lambda cii repressor,1208,0.4
b4175,"hflc, eck4171, hfla, jw4133",modulator for hflb protease specific for phage lambda cii repressor,660,0.4
b4176,"yjet, eck4172, jw4134",conserved inner membrane protein,,0.4
b4177,"pura, eck4173, jw4135","adenylosuccinate synthetase (ec:6,3,4,4)",7705,0.4
b4178,"nsrr, eck4174, jw4136, yjeb",predicted dna-binding transcriptional regulator,,0.4
b4179,"rnr, eck4175, jw5741, vacb, yjec","exoribonuclease r, rnase r (ec:3,1,-,-)",208,0.4
b4180,"rlmb, eck4176, jw4138, yjfh","23s rrna (gm2251)-methyltransferase (ec:2,1,1,-)",,0.4
b4181,"yjfi, eck4177, jw4139",conserved protein,,0.4
b4182,"yjfj, eck4178, jw4140",predicted transcriptional regulator effector protein,,0.4
b4183,"yjfk, eck4179, jw4141",conserved protein,,0.4
b4184,"yjfl, eck4180, jw4142",conserved inner membrane protein,,0.4
b4185,"yjfm, eck4181, jw4143",conserved protein,,0.4
b4186,"yjfc, eck4182, jw4144",predicted synthetase/amidase,,0.4
b4187,"aidb, eck4183, jw5867",isovaleryl coa dehydrogenase,,0.4
b4188,"yjfn, eck4184, jw5742",predicted protein,,0.4
b4189,"yjfo, eck4185, jw5743",conserved protein,,0.4
b4190,"yjfp, eck4186, jw4148",predicted hydrolase,,0.4
b4191,"ular, eck4187, jw4149, yjfq",dna-binding transcriptional dual regulator,,0.4
b4192,"ulag, eck4188, jw5868, yjfr",predicted l-ascorbate 6-phosphate lactonase,,0.4
b4193,"ulaa, eck4189, jw5744, sgat, yjfs",l-ascorbate-specific enzyme iic component of pts,,0.4
b4194,"ulab, eck4190, jw4152, sgab, yjft","l-ascorbate-specific enzyme iib component of pts (ec:2,7,1,69)",,0.4
b4195,"ulac, eck4191, jw4153, ptxa, sgaa, yjfu","l-ascorbate-specific enzyme iia component of pts (ec:2,7,1,69)",,0.4
b4196,"ulad, eck4192, jw4154, sgah, yjfv","3-keto-l-gulonate 6-phosphate decarboxylase (ec:4,1,2,-)",,0.4
b4197,"ulae, eck4193, jw4155, sgau, yjfw","l-xylulose 5-phosphate 3-epimerase (ec:5,1,3,22)",,0.4
b4198,"ulaf, eck4194, jw4156, sgae, yjfx","l-ribulose 5-phosphate 4-epimerase (ec:5,1,3,4)",,0.4
b4199,"yjfy, eck4195, jw4157",predicted protein,,0.4
b4200,"rpsf, eck4196, jw4158, sdgh",30s ribosomal subunit protein s6,22997,0.4
b4201,"prib, eck4197, jw4159",primosomal protein n,,0.4
b4202,"rpsr, eck4198, jw4160",30s ribosomal subunit protein s18,19045,0.4
b4203,"rpli, eck4199, jw4161",50s ribosomal subunit protein l9,20825,0.4
b4204,"yjfz, eck4200, jw4162",predicted protein,,0.4
b4205,"ytfa, eck4201, jw4163",pseudogene,,0.4
b4206,"ytfb, eck4202, jw5745",predicted cell envelope opacity-associated protein,,0.4
b4207,"fklb, eck4203, jw5746, ytfc",fkbp-type peptidyl-prolyl cis-trans isomerase (rotamase),3171,0.4
b4208,"cyca, daga, eck4204, jw4166, ytfd",d-alanine/d-serine/glycine transporter,513,0.4
b4209,"ytfe, dnrn, eck4205, jw4167",predicted regulator of cell morphogenesis and cell wall metabolism,,0.4
b4210,"ytff, eck4206, jw4168",predicted inner membrane protein,,0.4
b4211,"qorb, eck4207, jw4169, qor2, ytfg",nad(p)h:quinone oxidoreductase,77,0.4
b4212,"ytfh, eck4208, jw5747",predicted transcriptional regulator,,0.4
b4213,"cpdb, eck4209, jw4171","2':3'-cyclic-nucleotide 2'-phosphodiesterase (ec:3,1,4,16)",229,0.4
b4214,"cysq, amt, amta, eck4210, jw4172",paps (adenosine 3'-phosphate 5'-phosphosulfate),894,0.4
b4215,"ytfi, eck4211, jw5748",predicted protein,,0.4
b4216,"ytfj, ecfj, eck4212, jw4175",predicted transcriptional regulator,1287,0.4
b4217,"ytfk, eck4213, jw5749",conserved protein,,0.4
b4218,"ytfl, eck4214, jw4177",predicted inner membrane protein,,0.4
b4219,"msra, eck4215, jw4178, pms, pmsr","methionine sulfoxide reductase a (ec:1,8,4,11)",1237,0.4
b4220,"ytfm, eck4216, jw4179, yftm",predicted outer membrane protein and surface antigen,,0.4
b4221,"ytfn, eck4217, jw4180, ytfo",conserved protein,,0.4
b4222,"ytfp, eck4218, jw4181",conserved protein,341,0.4
b4224,"chps, chpbi, eck4220, jw5750, yjfb",antitoxin of the chpb-chps toxin-antitoxin system,,0.4
b4225,"chpb, chpbk, eck4221, jw4184, yjfe",toxin of the chpb-chps toxin-antitoxin system,,0.4
b4226,"ppa, eck4222, jw4185","inorganic pyrophosphatase (ec:3,6,1,1)",13114,0.4
b4227,"ytfq, eck4223, jw4186",predicted sugar transporter subunit: periplasmic-binding component,260,0.4
b4230,"ytft, eck4225, jw5753",predicted sugar transporter subunit: membrane component of abc,,0.4
b4231,"yjff, eck4226, jw5754",predicted sugar transporter subunit: membrane component of abc,,0.4
b4232,"fbp, eck4227, fdp, jw4191","fructose-1,6-bisphosphatase i (ec:3,1,3,11)",1030,0.4
b4233,"mpl, eck4228, jw4192, tpl, yjfg",udp-n-acetylmuramate:l-alanyl-gamma-d-glutamyl-meso-diaminopimelate,306,0.4
b4234,"yjga, eck4229, jw4193",conserved protein,859,0.4
b4235,"pmba, eck4230, jw4194, mcb, tlde",predicted peptidase required for the maturation and secretion of the,1077,0.4
b4236,"cybc, eck4231, jw4195",pseudogene,,0.4
b4237,"nrdg, eck4232, jw4196, yjge",anaerobic ribonucleotide reductase activating protein,,0.4
b4238,"nrdd, eck4233, jw4197","anaerobic ribonucleoside-triphosphate reductase (ec:1,17,4,2)",,0.4
b4239,"trec, eck4234, jw4198, olgh, tree","trehalose-6-p hydrolase (ec:3,2,1,93)",,0.4
b4240,"treb, eck4235, jw4199",fused trehalose(maltose)-specific pts enzyme: iib component/iic,,0.4
b4241,"trer, eck4236, jw4200",dna-binding transcriptional repressor,,0.4
b4242,"mgta, corb, eck4237, jw4201, mgt","magnesium transporter (ec:3,6,3,1)",,0.4
b4243,"yjgf, eck4238, jw5755",ketoacid-binding protein,7291,0.4
b4244,"pyri, eck4239, jw4203","aspartate carbamoyltransferase, regulatory subunit",23146,0.4
b4245,"pyrb, eck4240, jw4204","aspartate carbamoyltransferase, catalytic subunit (ec:2,1,3,2)",18652,0.4
b4246,"pyrl, eck4241, jw4205",pyrbi operon leader peptide,,0.4
b4248,"yjgh, eck4242, jw4206",predicted mrna endoribonuclease,,0.4
b4249,"yjgi, eck4243, jw4207",predicted oxidoreductase with nad(p)-binding rossmann-fold domain,,0.4
b4251,"yjgj, eck4244, jw4208",predicted transcriptional regulator,,0.4
b4252,"taba, eck4245, jw5756, yjgk",conserved protein,568,0.4
b4253,"yjgl, eck4246, jw5757",predicted protein,,0.4
b4254,"argi, eck4247, jw4211","ornithine carbamoyltransferase 1 (ec:2,1,3,3)",2478,0.4
b4255,"rrab, eck4248, jw4212, yjgd",conserved protein,6906,0.4
b4256,"yjgm, eck4249, jw5758",predicted acetyltransferase,198,0.4
b4257,"yjgn, eck4250, jw5759",conserved inner membrane protein,,0.4
b4258,"vals, eck4251, jw4215, val-act","valyl-trna synthetase (ec:6,1,1,9)",1179,0.4
b4259,"holc, eck4252, jw4216","dna polymerase iii, chi subunit (ec:2,7,7,7)",,0.4
b4260,"pepa, carp, eck4253, jw4217, xerb","multifunctional aminopeptidase a: a cyteinylglycinase, transcription",1221,0.4
b4261,"lptf, eck4254, jw4218, yjgp",conserved inner membrane protein,30,0.4
b4262,"lptg, eck4255, jw5760, yjgq",conserved inner membrane protein,88,0.4
b4263,"yjgr, eck4256, jw4220",predicted atpase,304,0.4
b4264,"idnr, eck4257, gnth, jw4221, yjgs","dna-binding transcriptional repressor, 5-gluconate-binding",,0.4
b4265,"idnt, eck4258, gntw, jw4222, yjgt",l-idonate and d-gluconate transporter,,0.4
b4266,"idno, eck4259, jw4223, yjgu","5-keto-d-gluconate-5-reductase (ec:1,1,1,69)",32,0.4
b4267,"idnd, eck4260, jw4224, yjgv","l-idonate 5-dehydrogenase, nad-binding (ec:1,1,1,264)",,0.4
b4268,"idnk, eck4261, gntv, jw4225","d-gluconate kinase, thermosensitive (ec:2,7,1,12)",,0.4
b4269,"yjgb, eck4262, jw5761","predicted alcohol dehydrogenase, zn-dependent and nad(p)-binding",171,0.4
b4270,"leux, eck4263, jwr0115, su-6, supp",trna-leu,,0.4
b4271,"intb, eck4264, int, jw4227, yjgc",pseudogene,,0.4
b4277,"yjgz, eck4267, jw4236",kple2 phage-like element; predicted protein,,0.4
b4278,"insg, eck4268",kple2 phage-like element; is4 predicted transposase,,0.4
b4279,"yjhb, eck4269, jw5768",kple2 phage-like element; predicted transporter,,0.4
b4280,"yjhc, eck4270, jw5769",kple2 phage-like element; predicted oxidoreductase,,0.4
b4281,"yjhd, eck4271, jw5770",pseudogene,,0.4
b4282,"yjhe, eck4272, jw4242",pseudogene,,0.4
b4284,"insi, eck0258",kple2 phage-like element; is30 transposase,,0.4
b4286,"yjhv, eck4276, jw4246",pseudogene,,0.4
b4287,"fece, eck4277, jw4247",kple2 phage-like element; iron-dicitrate transporter subunit,,0.4
b4288,"fecd, eck4278, jw4248",kple2 phage-like element; iron-dicitrate transporter subunit,,0.4
b4289,"fecc, eck4279, jw4249",kple2 phage-like element; iron-dicitrate transporter subunit,,0.4
b4290,"fecb, eck4280, jw4250",kple2 phage-like element; iron-dicitrate transporter subunit,,0.4
b4291,"feca, eck4281, jw4251",kple2 phage-like element; ferric citrate outer membrane transporter,,0.4
b4292,"fecr, eck4282, jw4252",kple2 phage-like element; transmembrane signal transducer for ferric,,0.4
b4293,"feci, eck4283, jw4253","kple2 phage-like element; rna polymerase, sigma 19 factor",,0.4
b4295,"yjhu, eck4284, jw5952",kple2 phage-like element; predicted dna-binding transcriptional,91,0.4
b4296,"yjhf, eck4285, jw4258",kple2 phage-like element; predicted transporter,,0.4
b4297,"yjhg, eck4286, jw4259",kple2 phage-like element; predicted dehydratase,,0.4
b4298,"yjhh, eck4287, jw5775",kple2 phage-like element; predicted lyase/synthase,,0.4
b4299,"yjhi, eck4288, jw4261",kple2 phage-like element; predicted dna-binding transcriptional,,0.4
b4300,"sgcr, eck4289, jw4262, yjhj",kple2 phage-like element; predicted dna-binding transcriptional,,0.4
b4301,"sgce, eck4290, jw4263, yjhk",kple2 phage-like element; predicted epimerase,,0.4
b4302,"sgca, eck4291, jw4264, yjhl",kple2 phage-like element; predicted phosphotransferase enzyme iia,,0.4
b4303,"sgcq, eck4292, jw4265, yjhm",kple2 phage-like element; predicted nucleoside triphosphatase,294,0.4
b4304,"sgcc, eck4293, jw4266, yjhn",kple2 phage-like element; predicted phosphotransferase enzyme iic,,0.4
b4305,"sgcx, eck4295, jw5776, yjho",kple2 phage-like element; predicted endoglucanase with zn-dependent,,0.4
b4306,"yjhp, eck4296, jw4268",kple2 phage-like element; predicted methyltransferase,,0.4
b4307,"yjhq, eck4297, jw4269",kple2 phage-like element; predicted acetyltransferase,,0.4
b4308,"yjhr, eck4299, jw4271",pseudogene,,0.4
b4309,"yjhs, eck4300, jw4272",conserved protein,,0.4
