annotation,cog_id,cog_letter,gene_name
H+/gluconate symporter and related permeases,COG2610,E,ygbN
H+/gluconate symporter and related permeases,COG2610,E,yjhF
Anaerobic C4-dicarboxylate transporter,COG2704,R,dcuA
Anaerobic C4-dicarboxylate transporter,COG2704,R,dcuB
3-carboxymuconate cyclase,COG2706,G,ybhE
Predicted membrane protein,COG2707,S,yeaL
Glycine cleavage system regulatory protein,COG2716,E,gcvR
Predicted membrane protein,COG2717,S,yedZ
Uncharacterized conserved protein,COG2718,S,yeaH
Uncharacterized conserved protein,COG2719,S,ycgB
Altronate dehydratase,COG2721,G,uxaA
Altronate dehydratase,COG2721,G,yhaG
Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase,COG2723,G,ascB
Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase,COG2723,G,bglA
Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase,COG2723,G,bglB
"Beta-galactosidase, beta subunit",COG2731,G,ebgC
"Beta-galactosidase, beta subunit",COG2731,G,yhcH
"Beta-galactosidase, beta subunit",COG2731,G,yiaL
"Beta-galactosidase, beta subunit",COG2731,G,yjgK
"Barstar, RNAse (barnase) inhibitor",COG2732,K,yhcO
Predicted membrane protein,COG2733,S,yjiN
Negative regulator of flagellin synthesis (anti-sigma28 factor),COG2747,K,flgM
Negative regulator of flagellin synthesis (anti-sigma28 factor),COG2747,N,flgM
Negative regulator of flagellin synthesis (anti-sigma28 factor),COG2747,U,flgM
Lysophospholipase L1 and related esterases,COG2755,E,tesA
Uncharacterized protein conserved in bacteria,COG2764,S,phnB
Putative Ser protein kinase,COG2766,T,yeaG
DNA-binding HTH domain-containing proteins,COG2771,K,csgD
DNA-binding HTH domain-containing proteins,COG2771,K,rcsA
DNA-binding HTH domain-containing proteins,COG2771,K,sdiA
DNA-binding HTH domain-containing proteins,COG2771,K,yahA_1
DNA-binding HTH domain-containing proteins,COG2771,K,yeiI_1
DNA-binding HTH domain-containing proteins,COG2771,K,yhiE
DNA-binding HTH domain-containing proteins,COG2771,K,yhiF
Transposase and inactivated derivatives,COG2801,L,b0257
Transposase and inactivated derivatives,COG2801,L,b1578
Transposase and inactivated derivatives,COG2801,L,b4285
Transposase and inactivated derivatives,COG2801,L,tra5_g1
Transposase and inactivated derivatives,COG2801,L,tra5_g2
Transposase and inactivated derivatives,COG2801,L,tra5_g3
Transposase and inactivated derivatives,COG2801,L,tra5_g4
"Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB",COG2804,N,gspE
"Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB",COG2804,N,hofB
"Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB",COG2804,U,gspE
"Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB",COG2804,U,hofB
"Tfp pilus assembly protein, pilus retraction ATPase PilT",COG2805,N,yggR
"Tfp pilus assembly protein, pilus retraction ATPase PilT",COG2805,U,yggR
Cyanate permease,COG2807,P,cynX
Cyanate permease,COG2807,P,yeaN
"DNA polymerase III, gamma/tau subunits",COG2812,L,dnaX
16S RNA G1207 methylase RsmC,COG2813,J,rsmC
16S RNA G1207 methylase RsmC,COG2813,J,ygjO
Arabinose efflux permease,COG2814,G,araJ
Arabinose efflux permease,COG2814,G,ydeA
Arabinose efflux permease,COG2814,G,ydhP
Arabinose efflux permease,COG2814,G,yicM
"NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding",COG2816,L,yjaD
3-methyladenine DNA glycosylase,COG2818,L,tag
Uridine phosphorylase,COG2820,F,udp
Membrane-bound lytic murein transglycosylase,COG2821,M,mltA
Predicted periplasmic lipoprotein involved in iron transport,COG2822,P,ycdO
Predicted periplasmic or secreted lipoprotein,COG2823,R,osmY
Predicted periplasmic or secreted lipoprotein,COG2823,R,yraP
Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism,COG2824,P,phnA
Outer membrane protein,COG2825,M,hlpA
"Transposase and inactivated derivatives, IS30 family",COG2826,L,tra8_g1
"Transposase and inactivated derivatives, IS30 family",COG2826,L,tra8_g2
"Transposase and inactivated derivatives, IS30 family",COG2826,L,tra8_g3
Predicted endonuclease containing a URI domain,COG2827,L,yhbQ
Uncharacterized protein conserved in bacteria,COG2828,S,ybhH
Outer membrane phospholipase A,COG2829,M,pldA
Uncharacterized protein conserved in bacteria,COG2832,S,ybaN
Outer membrane lipoprotein-sorting protein,COG2834,M,lolA
Uncharacterized conserved protein,COG2835,S,ycaR
Predicted iron-dependent peroxidase,COG2837,P,ycdB
Predicted iron-dependent peroxidase,COG2837,P,yfeX
Uncharacterized protein conserved in bacteria,COG2840,S,ydaL
Uncharacterized protein conserved in bacteria,COG2840,S,yfcN
Uncharacterized protein conserved in bacteria,COG2841,S,ydcH
UTP:GlnB (protein PII) uridylyltransferase,COG2844,O,glnD
Regulator of cell morphogenesis and NO signaling,COG2846,D,ytfE
Uncharacterized conserved protein,COG2850,S,ycfD
Uncharacterized protein conserved in bacteria,COG2852,S,ycjD
Surface lipoprotein,COG2853,M,vacJ
"ABC-type transport system involved in resistance to organic solvents, auxiliary component",COG2854,Q,yrbC
Predicted membrane protein,COG2855,S,yeiH
Predicted membrane protein,COG2860,S,yadS
Predicted membrane protein,COG2860,S,yicG
Uncharacterized protein conserved in bacteria,COG2861,S,yibQ
Predicted membrane protein,COG2862,S,yqhA
Cytochrome b subunit of formate dehydrogenase,COG2864,C,fdnI
Cytochrome b subunit of formate dehydrogenase,COG2864,C,fdoI
Predicted carboxypeptidase,COG2866,E,ycjI
Oligoketide cyclase/lipid transport protein,COG2867,I,yfjG
"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase",COG2870,M,rfaE
3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase,COG2877,M,kdsA
"Predicted NADH:ubiquinone oxidoreductase, subunit RnfB",COG2878,C,ydgM
Uncharacterized small protein,COG2879,S,ybdD
Uncharacterized small protein,COG2879,S,yjiX
Flagellar biosynthesis chaperone,COG2882,N,fliJ
Flagellar biosynthesis chaperone,COG2882,U,fliJ
Flagellar biosynthesis chaperone,COG2882,O,fliJ
Predicted ATPase involved in cell division,COG2884,D,ftsE
Outer membrane protein and related peptidoglycan-associated (lipo)proteins,COG2885,M,ompA
Outer membrane protein and related peptidoglycan-associated (lipo)proteins,COG2885,M,pal
Outer membrane protein and related peptidoglycan-associated (lipo)proteins,COG2885,M,yfiB
Outer membrane protein and related peptidoglycan-associated (lipo)proteins,COG2885,M,yiaD
Methylase of polypeptide chain release factors,COG2890,J,hemK
Methylase of polypeptide chain release factors,COG2890,J,yfcB
Cell shape-determining protein,COG2891,M,mreD
"Phosphotransferase system, mannose/fructose-specific component IIA",COG2893,G,manX_1
"Phosphotransferase system, mannose/fructose-specific component IIA",COG2893,G,yadI
Septum formation inhibitor-activating ATPase,COG2894,D,minD
GTPases - Sulfate adenylate transferase subunit 1,COG2895,P,cysN
Molybdenum cofactor biosynthesis enzyme,COG2896,H,moaA
Rhodanese-related sulfurtransferase,COG2897,P,sseA
Rhodanese-related sulfurtransferase,COG2897,P,ynjE
Uncharacterized protein conserved in bacteria,COG2900,S,slyX
"Factor for inversion stimulation Fis, transcriptional activator",COG2901,K,fis
"Factor for inversion stimulation Fis, transcriptional activator",COG2901,L,fis
Uncharacterized protein conserved in bacteria,COG2904,S,yqcD_1
Bacterioferritin-associated ferredoxin,COG2906,P,bfd
Uncharacterized protein conserved in bacteria,COG2908,S,ybbF
ATP-dependent transcriptional regulator,COG2909,K,malT
Uncharacterized protein conserved in bacteria,COG2911,S,ytfN
Uncharacterized conserved protein,COG2912,S,ychA
Small protein A (tmRNA-binding),COG2913,J,smpA
Uncharacterized protein conserved in bacteria,COG2914,S,yfjF
Uncharacterized protein involved in purine metabolism,COG2915,R,ycfC
DNA-binding protein H-NS,COG2916,R,hns
DNA-binding protein H-NS,COG2916,R,stpA
Intracellular septation protein A,COG2917,D,yciB
Gamma-glutamylcysteine synthetase,COG2918,H,gshA
Septum formation initiator,COG2919,D,ygbQ
"Dissimilatory sulfite reductase (desulfoviridin), gamma subunit",COG2920,P,yccK
Uncharacterized conserved protein,COG2921,S,ybeD
Uncharacterized protein conserved in bacteria,COG2922,S,smg
Uncharacterized protein involved in the oxidation of intracellular sulfur,COG2923,P,yheM
Fe-S cluster protector protein,COG2924,C,yggX
Fe-S cluster protector protein,COG2924,O,yggX
Exonuclease I,COG2925,L,sbcB
Uncharacterized protein conserved in bacteria,COG2926,S,yeeX
"DNA polymerase III, chi subunit",COG2927,L,holC
Predicted SAM-dependent methyltransferase,COG2933,R,ygdE
Glycerol-3-phosphate O-acyltransferase,COG2937,I,plsB
Uncharacterized conserved protein,COG2938,S,ygfY
N-acyl-D-glucosamine 2-epimerase,COG2942,G,yihS
Membrane glycosyltransferase,COG2943,M,mdoH
Predicted transcriptional regulator,COG2944,K,yiaG
Uncharacterized membrane protein,COG2949,S,sanA
Uncharacterized membrane protein,COG2949,S,ygjQ
Membrane-bound lytic murein transglycosylase B,COG2951,M,mltB
Predicted N-acetylglucosaminyl transferase,COG2956,G,yciM
Uncharacterized enzyme of heme biosynthesis,COG2959,H,hemX
Uncharacterized protein conserved in bacteria,COG2960,S,yqiC
Protein involved in catabolism of external DNA,COG2961,R,yhiR
Predicted permeases,COG2962,R,rarD
Transposase and inactivated derivatives,COG2963,L,b0298
Transposase and inactivated derivatives,COG2963,L,b0373
Transposase and inactivated derivatives,COG2963,L,b0540
Transposase and inactivated derivatives,COG2963,L,b1027
Transposase and inactivated derivatives,COG2963,L,b2088
Transposase and inactivated derivatives,COG2963,L,yi21
Transposase and inactivated derivatives,COG2963,L,yi21_g1
Uncharacterized protein conserved in bacteria,COG2964,S,yheO
Primosomal replication protein N,COG2965,L,priB
Uncharacterized conserved protein,COG2966,S,yjjP
Uncharacterized protein affecting Mg2+/Co2+ transport,COG2967,P,apaG
Uncharacterized conserved protein,COG2968,S,yggE
Stringent starvation protein B,COG2969,R,sspB
Trp operon repressor,COG2973,K,trpR
DNA recombination-dependent growth factor C,COG2974,L,rdgC
Uncharacterized protein conserved in bacteria,COG2975,S,yfhJ
Uncharacterized protein conserved in bacteria,COG2976,S,yfgM
Phosphopantetheinyl transferase component of siderophore synthetase,COG2977,Q,entD
Putative p-aminobenzoyl-glutamate transporter,COG2978,H,abgT
Uncharacterized protein conserved in bacteria,COG2979,S,yebE
Rare lipoprotein B,COG2980,M,rlpB
Uncharacterized protein involved in cysteine biosynthesis,COG2981,E,cysZ
Uncharacterized protein involved in outer membrane biogenesis,COG2982,M,asmA
Uncharacterized protein involved in outer membrane biogenesis,COG2982,M,yhjG
Uncharacterized conserved protein,COG2983,S,ycgN
Predicted permease,COG2985,R,ybjL
Predicted permease,COG2985,R,yidE
Succinylglutamate desuccinylase,COG2988,E,ydjS
Uncharacterized protein conserved in bacteria,COG2989,S,ycbB
Uncharacterized protein conserved in bacteria,COG2990,S,ybjX
Uncharacterized FlgJ-related protein,COG2992,R,bax
Uncharacterized paraquat-inducible protein A,COG2995,S,pqiA
Uncharacterized paraquat-inducible protein A,COG2995,S,yebS
Glutaredoxin 2,COG2999,O,grxB
Fructosamine-3-kinase,COG3001,G,yniA
Na+/H+ antiporter,COG3004,P,nhaA
"Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit",COG3005,C,napC
"Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit",COG3005,C,torC
"Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit",COG3005,C,yecK
Uncharacterized protein involved in chromosome partitioning,COG3006,D,mukF
Paraquat-inducible protein B,COG3008,R,pqiB
Paraquat-inducible protein B,COG3008,R,yebT
Uncharacterized protein conserved in bacteria,COG3009,S,ymbA
Putative N-acetylmannosamine-6-phosphate epimerase,COG3010,G,nanE
Uncharacterized protein conserved in bacteria,COG3012,S,ychJ
Uncharacterized conserved protein,COG3013,S,yfbU
Uncharacterized lipoprotein NlpE involved in copper resistance,COG3015,M,cutF
Uncharacterized lipoprotein NlpE involved in copper resistance,COG3015,P,cutF
Outer membrane lipoprotein involved in outer membrane biogenesis,COG3017,M,hemM
Uncharacterized protein conserved in bacteria,COG3021,S,yafD
Uncharacterized protein conserved in bacteria,COG3022,S,yaaA
Negative regulator of beta-lactamase expression,COG3023,V,ampD
Negative regulator of beta-lactamase expression,COG3023,V,ybjR
Uncharacterized protein conserved in bacteria,COG3024,S,yacG
Uncharacterized conserved protein,COG3025,S,ygiF
Negative regulator of sigma E activity,COG3026,T,rseB
Uncharacterized protein conserved in bacteria,COG3027,S,ygfE
Uncharacterized protein conserved in bacteria,COG3028,S,yjgA
Fumarate reductase subunit C,COG3029,C,frdC
Protein affecting phage T7 exclusion by the F plasmid,COG3030,R,fxsA
Protein affecting phage T7 exclusion by the F plasmid,COG3030,R,yjeG
"Type II secretory pathway, component PulC",COG3031,U,gspC
"Type II secretory pathway, component PulC",COG3031,U,yghF
Tryptophanase,COG3033,E,tnaA
Uncharacterized protein conserved in bacteria,COG3034,S,yafK
Uncharacterized protein conserved in bacteria,COG3036,S,yhdL
Uncharacterized protein conserved in bacteria,COG3037,S,sgaT
Cytochrome B561,COG3038,C,cybB
Cytochrome B561,COG3038,C,yceJ
Cytochrome B561,COG3038,C,yodB
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yghP
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yi52_g10
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yi52_g11
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yi52_g2
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yi52_g3
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yi52_g4
"Transposase and inactivated derivatives, IS5 family",COG3039,L,yi52_g5
Bacterial lipocalin,COG3040,M,blc
Uncharacterized protein conserved in bacteria,COG3041,S,yafQ
Putative hemolysin,COG3042,R,yoaF
Nitrate reductase cytochrome c-type subunit,COG3043,C,napB
Uncharacterized protein conserved in bacteria,COG3045,S,creA
Outer membrane protein W,COG3047,M,ompW
D-serine dehydratase,COG3048,E,dsdA
"DNA polymerase III, psi subunit",COG3050,L,holD
"Citrate lyase, alpha subunit",COG3051,C,citF
"Citrate lyase, gamma subunit",COG3052,C,citD
Citrate lyase synthetase,COG3053,C,citC
Predicted transcriptional regulator,COG3054,R,ytfJ
Uncharacterized protein conserved in bacteria,COG3055,S,yjhT
Uncharacterized lipoprotein,COG3056,M,yajG
Negative regulator of replication initiationR,COG3057,L,seqA
Uncharacterized protein involved in formate dehydrogenase formation,COG3058,O,fdhE
Predicted membrane protein,COG3059,S,ykgB
Transcriptional regulator of met regulon,COG3060,K,metJ
Transcriptional regulator of met regulon,COG3060,E,metJ
Cell envelope opacity-associated protein A,COG3061,M,ytfB
Uncharacterized protein involved in formation of periplasmic nitrate reductase,COG3062,P,napD
Membrane protein involved in colicin uptake,COG3064,M,tolA
Starvation-inducible outer membrane lipoprotein,COG3065,M,slp
Starvation-inducible outer membrane lipoprotein,COG3065,M,yeaY
DNA mismatch repair protein,COG3066,L,mutH
Na+/H+ antiporter,COG3067,P,nhaB
Uncharacterized protein conserved in bacteria,COG3068,S,yjaG
C4-dicarboxylate transporter,COG3069,C,dcuC
C4-dicarboxylate transporter,COG3069,C,dcuD
Regulator of competence-specific genes,COG3070,K,yccR
Uncharacterized enzyme of heme biosynthesis,COG3071,H,hemY
Adenylate cyclase,COG3072,F,cyaA
Negative regulator of sigma E activity,COG3073,T,rseA
Uncharacterized protein conserved in bacteria,COG3074,S,yiiU
Anaerobic glycerol-3-phosphate dehydrogenase,COG3075,E,glpB
Uncharacterized protein conserved in bacteria,COG3076,S,yjgD
DNA-damage-inducible protein J,COG3077,L,dinJ
DNA-damage-inducible protein J,COG3077,L,relB
Uncharacterized protein conserved in bacteria,COG3078,S,yihI
Uncharacterized protein conserved in bacteria,COG3079,S,ygfB
Fumarate reductase subunit D,COG3080,C,frdD
Nucleoid-associated protein,COG3081,R,yejK
Uncharacterized protein conserved in bacteria,COG3082,S,yejL
Predicted hydrolase of alkaline phosphatase superfamily,COG3083,R,yejM
Uncharacterized protein conserved in bacteria,COG3084,S,yihD
Uncharacterized protein conserved in bacteria,COG3085,S,yifE
Positive regulator of sigma E activity,COG3086,T,rseC
Cell division protein,COG3087,D,ftsN
Uncharacterized protein involved in biosynthesis of c-type cytochromes,COG3088,O,ccmH_1
Uncharacterized protein involved in biosynthesis of c-type cytochromes,COG3088,O,nrfF
Uncharacterized protein conserved in bacteria,COG3089,S,yheU
"TRAP-type C4-dicarboxylate transport system, small permease component",COG3090,G,yiaM
Uncharacterized protein conserved in bacteria,COG3091,S,sprT
Uncharacterized protein conserved in bacteria,COG3092,S,yfbV
Plasmid maintenance system antidote protein,COG3093,R,ybaQ
Plasmid maintenance system antidote protein,COG3093,R,yddM
Uncharacterized protein conserved in bacteria,COG3094,S,ychQ
Uncharacterized protein involved in chromosome partitioning,COG3095,D,mukE
Uncharacterized protein involved in chromosome partitioning,COG3096,D,mukB
Uncharacterized protein conserved in bacteria,COG3097,S,yqfB
Uncharacterized protein conserved in bacteria,COG3098,S,yqcC
Uncharacterized protein conserved in bacteria,COG3099,S,yciU
Uncharacterized protein conserved in bacteria,COG3100,S,ycgL
Uncharacterized protein conserved in bacteria,COG3101,S,yfcM
Uncharacterized protein conserved in bacteria,COG3102,S,yecM
SH3 domain protein,COG3103,T,ygiM
Dipeptide/tripeptide permease,COG3104,E,ybgH
Dipeptide/tripeptide permease,COG3104,E,ydgR
Dipeptide/tripeptide permease,COG3104,E,yhiP
Dipeptide/tripeptide permease,COG3104,E,yjdL
Uncharacterized protein conserved in bacteria,COG3105,S,yhcB
Predicted ATPase,COG3106,R,ycjX
Putative lipoprotein,COG3107,R,yraM
Uncharacterized protein conserved in bacteria,COG3108,S,ycbK
Activator of osmoprotectant transporter ProP,COG3109,T,proQm
Uncharacterized protein conserved in bacteria,COG3110,S,yccT
Uncharacterized conserved protein,COG3111,S,ydeI
Uncharacterized conserved protein,COG3111,S,ygiW
Uncharacterized protein conserved in bacteria,COG3112,S,yacL
Predicted NTP binding protein (contains STAS domain),COG3113,R,yrbB
Heme exporter protein D,COG3114,U,ccmD
Cell division protein,COG3115,D,zipA
Cell division protein,COG3116,D,ftsL
Uncharacterized protein conserved in bacteria,COG3117,S,yrbK
Thioredoxin domain-containing protein,COG3118,O,ybbN
Arylsulfatase A and related enzymes,COG3119,P,aslA
Arylsulfatase A and related enzymes,COG3119,P,ydeN
Arylsulfatase A and related enzymes,COG3119,P,yidJ
Uncharacterized protein conserved in bacteria,COG3120,S,ycbG
"P pilus assembly protein, chaperone PapD",COG3121,N,ecpD
"P pilus assembly protein, chaperone PapD",COG3121,N,fimC
"P pilus assembly protein, chaperone PapD",COG3121,N,sfmC
"P pilus assembly protein, chaperone PapD",COG3121,N,ybgP
"P pilus assembly protein, chaperone PapD",COG3121,N,ycbF
"P pilus assembly protein, chaperone PapD",COG3121,N,ycbR
"P pilus assembly protein, chaperone PapD",COG3121,N,yehC
"P pilus assembly protein, chaperone PapD",COG3121,U,ecpD
"P pilus assembly protein, chaperone PapD",COG3121,U,fimC
"P pilus assembly protein, chaperone PapD",COG3121,U,sfmC
"P pilus assembly protein, chaperone PapD",COG3121,U,ybgP
"P pilus assembly protein, chaperone PapD",COG3121,U,ycbF
"P pilus assembly protein, chaperone PapD",COG3121,U,ycbR
"P pilus assembly protein, chaperone PapD",COG3121,U,yehC
Uncharacterized protein conserved in bacteria,COG3122,S,yaiL
Uncharacterized protein conserved in bacteria,COG3123,S,yaiE
Uncharacterized protein conserved in bacteria,COG3124,S,yajB
"Heme/copper-type cytochrome/quinol oxidase, subunit 4",COG3125,C,cyoD
Uncharacterized protein conserved in bacteria,COG3126,S,ybaY
"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component",COG3127,Q,ybbP
Uncharacterized iron-regulated protein,COG3128,S,ybiX
Predicted SAM-dependent methyltransferase,COG3129,R,ybiN
Ribosome modulation factor,COG3130,J,rmf
Periplasmic glucans biosynthesis protein,COG3131,P,mdoG
Periplasmic glucans biosynthesis protein,COG3131,P,ydcG
Uncharacterized protein conserved in bacteria,COG3132,S,yceH
Outer membrane lipoprotein,COG3133,M,slyB
Predicted outer membrane lipoprotein,COG3134,S,ycfJ
Uncharacterized protein involved in benzoate metabolism,COG3135,Q,ydcO
Uncharacterized membrane protein required for alginate biosynthesis,COG3136,R,ydgC
Putative salt-induced outer membrane protein,COG3137,M,ydiY
Arginine/ornithine N-succinyltransferase beta subunit,COG3138,E,astA
Uncharacterized protein conserved in bacteria,COG3139,S,yeaC
Uncharacterized protein conserved in bacteria,COG3140,S,yoaH
Uncharacterized protein conserved in bacteria,COG3141,S,yebG
Uncharacterized protein involved in copper resistance,COG3142,P,cutCm
Chemotaxis protein,COG3143,N,cheZ
Chemotaxis protein,COG3143,T,cheZ
Flagellar hook-length control protein,COG3144,N,fliK
Alkylated DNA repair protein,COG3145,L,alkB
Uncharacterized protein conserved in bacteria,COG3147,S,dedD
Uncharacterized conserved protein,COG3148,S,yfiP
"Type II secretory pathway, component PulM",COG3149,U,yghD
Predicted esterase,COG3150,R,ycfP
Predicted esterase,COG3150,R,yqiA
Uncharacterized protein conserved in bacteria,COG3151,S,yqiB
Predicted membrane protein,COG3152,S,yhaH
Predicted membrane protein,COG3152,S,yhaI
Predicted membrane protein,COG3152,S,yiiR
Predicted acetyltransferase,COG3153,R,yhbS
Predicted acetyltransferase,COG3153,R,yjhQ
Putative lipid carrier protein,COG3154,I,yhbT
Uncharacterized protein involved in an early stage of isoprenoid biosynthesis,COG3155,Q,yhbL
"Type II secretory pathway, component PulK",COG3156,U,gspK
Hemolysin-coregulated protein (uncharacterized),COG3157,S,yhhZ_1
K+ transporter,COG3158,P,kup
Uncharacterized protein conserved in bacteria,COG3159,S,yigA
Regulator of sigma D,COG3160,K,rsd
4-hydroxybenzoate synthetase (chorismate lyase),COG3161,H,ubiC
Predicted membrane protein,COG3162,S,yjcH
Predicted membrane protein,COG3164,S,yhdR+P
Uncharacterized protein conserved in bacteria,COG3165,S,yigP
Tfp pilus assembly protein PilN,COG3166,N,yrfC
Tfp pilus assembly protein PilN,COG3166,U,yrfC
Uncharacterized protein conserved in bacteria,COG3171,S,yggL
Predicted ATPase/kinase involved in NAD metabolism,COG3172,H,nadR_3
Putative ammonia monooxygenase,COG3180,R,abrB
Heat shock protein,COG3187,O,hslJ
"P pilus assembly protein, porin PapC",COG3188,N,fimD
"P pilus assembly protein, porin PapC",COG3188,N,htrE
"P pilus assembly protein, porin PapC",COG3188,N,sfmD
"P pilus assembly protein, porin PapC",COG3188,N,ybgQ
"P pilus assembly protein, porin PapC",COG3188,N,ycbS
"P pilus assembly protein, porin PapC",COG3188,N,ydeT
"P pilus assembly protein, porin PapC",COG3188,N,yehB
"P pilus assembly protein, porin PapC",COG3188,U,fimD
"P pilus assembly protein, porin PapC",COG3188,U,htrE
"P pilus assembly protein, porin PapC",COG3188,U,sfmD
"P pilus assembly protein, porin PapC",COG3188,U,ybgQ
"P pilus assembly protein, porin PapC",COG3188,U,ycbS
"P pilus assembly protein, porin PapC",COG3188,U,ydeT
"P pilus assembly protein, porin PapC",COG3188,U,yehB
Uncharacterized conserved protein,COG3189,S,yeaO
Flagellar biogenesis protein,COG3190,N,fliO
Ethanolamine utilization protein,COG3192,E,eutH
"Uncharacterized protein, possibly involved in utilization of glycolate and propanediol",COG3193,R,glcG
Ureidoglycolate hydrolase,COG3194,F,allA
Uncharacterized protein conserved in bacteria,COG3196,S,yieJ
Nicotinamide mononucleotide transporter,COG3201,H,pnuC
Outer membrane protein (porin),COG3203,M,b1964
Outer membrane protein (porin),COG3203,M,b1965
Outer membrane protein (porin),COG3203,M,nmpC
Outer membrane protein (porin),COG3203,M,ompC
Outer membrane protein (porin),COG3203,M,ompF
Outer membrane protein (porin),COG3203,M,ompN
Outer membrane protein (porin),COG3203,M,phoE
Uncharacterized protein conserved in bacteria,COG3204,S,yjiK
Uncharacterized protein involved in exopolysaccharide biosynthesis,COG3206,M,wzc_1
Uncharacterized protein involved in exopolysaccharide biosynthesis,COG3206,M,yccC_1
Rhs family protein,COG3209,M,rhsA
Rhs family protein,COG3209,M,rhsB
Rhs family protein,COG3209,M,rhsC
Rhs family protein,COG3209,M,rhsD
Rhs family protein,COG3209,M,rhsE
Rhs family protein,COG3209,M,ybfO
Rhs family protein,COG3209,M,yibJ
Uncharacterized protein conserved in bacteria,COG3214,S,ycaQ
Uncharacterized Fe-S protein,COG3217,R,ycbX_1
"ABC-type phosphate/phosphonate transport system, periplasmic component",COG3221,P,phnD
Predicted membrane protein,COG3223,S,yjbA
Uncharacterized protein conserved in bacteria,COG3226,S,ybjK
Uncharacterized protein conserved in bacteria,COG3228,S,yeeI
Uncharacterized protein conserved in bacteria,COG3234,S,yfaT
Uncharacterized protein conserved in bacteria,COG3236,S,ybiA
Uncharacterized protein conserved in bacteria,COG3237,S,yjbJ
Uncharacterized protein conserved in bacteria,COG3238,S,ydcZ
Uncharacterized protein conserved in bacteria,COG3242,S,yjeT
Uncharacterized conserved protein,COG3247,S,hdeD
Nucleoside-binding outer membrane protein,COG3248,M,tsx
Beta-galactosidase/beta-glucuronidase,COG3250,G,ebgA
Beta-galactosidase/beta-glucuronidase,COG3250,G,lacZ
Beta-galactosidase/beta-glucuronidase,COG3250,G,uidA
Uncharacterized conserved protein,COG3254,S,yiiL
"Uncharacterized protein, possibly involved in glyoxylate utilization",COG3257,R,ylbA
"Ni,Fe-hydrogenase III small subunit",COG3260,C,hycG
"Ni,Fe-hydrogenase III small subunit",COG3260,C,hyfI
"Ni,Fe-hydrogenase III large subunit",COG3261,C,hycE_2
"Ni,Fe-hydrogenase III large subunit",COG3261,C,hyfG_2
"Ni,Fe-hydrogenase III component G",COG3262,C,hycE_1
"Ni,Fe-hydrogenase III component G",COG3262,C,hyfG_1
NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain,COG3263,P,ycgO
Small-conductance mechanosensitive channel,COG3264,M,aefA
Small-conductance mechanosensitive channel,COG3264,M,yjeP
Gluconate kinase,COG3265,G,gntK
Gluconate kinase,COG3265,G,idnK
Uncharacterized protein conserved in bacteria,COG3266,S,damX
Uncharacterized conserved protein,COG3270,S,yebU_2
Uncharacterized conserved protein,COG3272,S,ybgA
Uncharacterized protein conserved in bacteria,COG3274,S,yiaH
Putative regulator of cell autolysis,COG3275,T,yehU
Putative regulator of cell autolysis,COG3275,T,ypdA
Selenocysteine-specific translation elongation factor,COG3276,J,selB
Response regulator of the LytR/AlgR family,COG3279,K,yehT
Response regulator of the LytR/AlgR family,COG3279,K,ypdB
Response regulator of the LytR/AlgR family,COG3279,T,yehT
Response regulator of the LytR/AlgR family,COG3279,T,ypdB
Transcriptional regulator of aromatic amino acids metabolism,COG3283,K,tyrR
Transcriptional regulator of aromatic amino acids metabolism,COG3283,E,tyrR
Transcriptional activator of acetoin/glycerol metabolism,COG3284,Q,ycgU
Transcriptional activator of acetoin/glycerol metabolism,COG3284,K,ycgU
NAD/NADP transhydrogenase alpha subunit,COG3288,C,pntA
Signal transduction histidine kinase regulating citrate/malate metabolism,COG3290,T,citA
Signal transduction histidine kinase regulating citrate/malate metabolism,COG3290,T,dcuS
"Type II secretory pathway, component PulL",COG3297,U,gspL
"Type II secretory pathway, component PulL",COG3297,U,yghE
Uncharacterized homolog of phage Mu protein gp47,COG3299,S,ymfP
"Formate-dependent nitrite reductase, membrane component",COG3301,P,nrfD
DMSO reductase anchor subunit,COG3302,R,dmsC
