,Gene,condition,copy_number,dataset,growth_rate,type
62037,ygfM,MOPS minimal,8.0,Li,0.7387003700461229,non-ribosomal
62038,ygfM,MOPS complete without methionine,5.0,Li,1.5693898427772346,non-ribosomal
62039,ygfQ,MOPS complete,17.0,Li,1.9343642248184518,non-ribosomal
62040,ygfQ,MOPS minimal,13.0,Li,0.7387003700461229,non-ribosomal
62041,ygfQ,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62042,ygfS,MOPS complete,12.0,Li,1.9343642248184518,non-ribosomal
62043,ygfS,MOPS minimal,7.0,Li,0.7387003700461229,non-ribosomal
62044,ygfS,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62045,ygfT,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62046,ygfT,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62047,ygfT,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62048,ygfU,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62049,ygfU,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62050,ygfU,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62051,ygfX,MOPS complete,218.0,Li,1.9343642248184518,non-ribosomal
62052,ygfX,MOPS minimal,59.0,Li,0.7387003700461229,non-ribosomal
62053,ygfX,MOPS complete without methionine,69.0,Li,1.5693898427772346,non-ribosomal
62054,ygfY,MOPS complete,2794.0,Li,1.9343642248184518,non-ribosomal
62055,ygfY,MOPS minimal,974.0,Li,0.7387003700461229,non-ribosomal
62056,ygfY,MOPS complete without methionine,1185.0,Li,1.5693898427772346,non-ribosomal
62057,ygfZ,MOPS complete,5476.0,Li,1.9343642248184518,non-ribosomal
62058,ygfZ,MOPS minimal,1708.0,Li,0.7387003700461229,non-ribosomal
62059,ygfZ,MOPS complete without methionine,3323.0,Li,1.5693898427772346,non-ribosomal
62060,yggC,MOPS complete,103.0,Li,1.9343642248184518,non-ribosomal
62061,yggC,MOPS minimal,40.0,Li,0.7387003700461229,non-ribosomal
62062,yggC,MOPS complete without methionine,61.0,Li,1.5693898427772346,non-ribosomal
62063,yggD,MOPS complete,70.0,Li,1.9343642248184518,non-ribosomal
62064,yggD,MOPS minimal,34.0,Li,0.7387003700461229,non-ribosomal
62065,yggD,MOPS complete without methionine,34.0,Li,1.5693898427772346,non-ribosomal
62066,yggE,MOPS complete,2830.0,Li,1.9343642248184518,non-ribosomal
62067,yggE,MOPS minimal,1776.0,Li,0.7387003700461229,non-ribosomal
62068,yggE,MOPS complete without methionine,1703.0,Li,1.5693898427772346,non-ribosomal
62069,yggF,MOPS complete,3.0,Li,1.9343642248184518,non-ribosomal
62070,yggF,MOPS minimal,2.0,Li,0.7387003700461229,non-ribosomal
62071,yggF,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62072,yggG,MOPS complete,1094.0,Li,1.9343642248184518,non-ribosomal
62073,yggG,MOPS minimal,461.0,Li,0.7387003700461229,non-ribosomal
62074,yggG,MOPS complete without methionine,508.0,Li,1.5693898427772346,non-ribosomal
62075,yggI,MOPS complete,174.0,Li,1.9343642248184518,non-ribosomal
62076,yggI,MOPS minimal,42.0,Li,0.7387003700461229,non-ribosomal
62077,yggI,MOPS complete without methionine,64.0,Li,1.5693898427772346,non-ribosomal
62078,yggL,MOPS complete,6699.0,Li,1.9343642248184518,non-ribosomal
62079,yggL,MOPS minimal,2486.0,Li,0.7387003700461229,non-ribosomal
62080,yggL,MOPS complete without methionine,4324.0,Li,1.5693898427772346,non-ribosomal
62081,yggM,MOPS complete,3.0,Li,1.9343642248184518,non-ribosomal
62082,yggM,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62083,yggM,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62084,yggN,MOPS complete,1158.0,Li,1.9343642248184518,non-ribosomal
62085,yggN,MOPS minimal,319.0,Li,0.7387003700461229,non-ribosomal
62086,yggN,MOPS complete without methionine,547.0,Li,1.5693898427772346,non-ribosomal
62087,yggP,MOPS complete,7.0,Li,1.9343642248184518,non-ribosomal
62088,yggP,MOPS minimal,7.0,Li,0.7387003700461229,non-ribosomal
62089,yggP,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62090,yggR,MOPS complete,12.0,Li,1.9343642248184518,non-ribosomal
62091,yggR,MOPS minimal,10.0,Li,0.7387003700461229,non-ribosomal
62092,yggR,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62093,yggS,MOPS complete,1053.0,Li,1.9343642248184518,non-ribosomal
62094,yggS,MOPS minimal,374.0,Li,0.7387003700461229,non-ribosomal
62095,yggS,MOPS complete without methionine,573.0,Li,1.5693898427772346,non-ribosomal
62096,yggT,MOPS complete,1551.0,Li,1.9343642248184518,non-ribosomal
62097,yggT,MOPS minimal,383.0,Li,0.7387003700461229,non-ribosomal
62098,yggT,MOPS complete without methionine,702.0,Li,1.5693898427772346,non-ribosomal
62099,yggU,MOPS complete,320.0,Li,1.9343642248184518,non-ribosomal
62100,yggU,MOPS minimal,116.0,Li,0.7387003700461229,non-ribosomal
62101,yggU,MOPS complete without methionine,105.0,Li,1.5693898427772346,non-ribosomal
62102,yggW,MOPS complete,310.0,Li,1.9343642248184518,non-ribosomal
62103,yggW,MOPS minimal,99.0,Li,0.7387003700461229,non-ribosomal
62104,yggW,MOPS complete without methionine,140.0,Li,1.5693898427772346,non-ribosomal
62105,yggX,MOPS complete,7132.0,Li,1.9343642248184518,non-ribosomal
62106,yggX,MOPS minimal,2665.0,Li,0.7387003700461229,non-ribosomal
62107,yggX,MOPS complete without methionine,3015.0,Li,1.5693898427772346,non-ribosomal
62108,yghA,MOPS complete,2.0,Li,1.9343642248184518,non-ribosomal
62109,yghA,MOPS minimal,386.0,Li,0.7387003700461229,non-ribosomal
62110,yghA,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62111,yghB,MOPS complete,315.0,Li,1.9343642248184518,non-ribosomal
62112,yghB,MOPS minimal,123.0,Li,0.7387003700461229,non-ribosomal
62113,yghB,MOPS complete without methionine,324.0,Li,1.5693898427772346,non-ribosomal
62114,yghD,MOPS complete,45.0,Li,1.9343642248184518,non-ribosomal
62115,yghD,MOPS minimal,7.0,Li,0.7387003700461229,non-ribosomal
62116,yghD,MOPS complete without methionine,10.0,Li,1.5693898427772346,non-ribosomal
62117,yghG,MOPS complete,830.0,Li,1.9343642248184518,non-ribosomal
62118,yghG,MOPS minimal,104.0,Li,0.7387003700461229,non-ribosomal
62119,yghG,MOPS complete without methionine,387.0,Li,1.5693898427772346,non-ribosomal
62120,yghJ,MOPS complete,1830.0,Li,1.9343642248184518,non-ribosomal
62121,yghJ,MOPS minimal,58.0,Li,0.7387003700461229,non-ribosomal
62122,yghJ,MOPS complete without methionine,686.0,Li,1.5693898427772346,non-ribosomal
62123,yghQ,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62124,yghQ,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62125,yghQ,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62126,yghR,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62127,yghR,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62128,yghR,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62129,yghS,MOPS complete,6.0,Li,1.9343642248184518,non-ribosomal
62130,yghS,MOPS minimal,2.0,Li,0.7387003700461229,non-ribosomal
62131,yghS,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62132,yghT,MOPS complete,3.0,Li,1.9343642248184518,non-ribosomal
62133,yghT,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62134,yghT,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62135,yghU,MOPS complete,319.0,Li,1.9343642248184518,non-ribosomal
62136,yghU,MOPS minimal,1043.0,Li,0.7387003700461229,non-ribosomal
62137,yghU,MOPS complete without methionine,309.0,Li,1.5693898427772346,non-ribosomal
62138,yghW,MOPS complete,61.0,Li,1.9343642248184518,non-ribosomal
62139,yghW,MOPS minimal,33.0,Li,0.7387003700461229,non-ribosomal
62140,yghW,MOPS complete without methionine,28.0,Li,1.5693898427772346,non-ribosomal
62141,ygiB,MOPS complete,3023.0,Li,1.9343642248184518,non-ribosomal
62142,ygiB,MOPS minimal,1348.0,Li,0.7387003700461229,non-ribosomal
62143,ygiB,MOPS complete without methionine,2073.0,Li,1.5693898427772346,non-ribosomal
62144,ygiC,MOPS complete,1056.0,Li,1.9343642248184518,non-ribosomal
62145,ygiC,MOPS minimal,359.0,Li,0.7387003700461229,non-ribosomal
62146,ygiC,MOPS complete without methionine,441.0,Li,1.5693898427772346,non-ribosomal
62147,ygiD,MOPS complete,31.0,Li,1.9343642248184518,non-ribosomal
62148,ygiD,MOPS minimal,22.0,Li,0.7387003700461229,non-ribosomal
62149,ygiD,MOPS complete without methionine,26.0,Li,1.5693898427772346,non-ribosomal
62150,ygiF,MOPS complete,1003.0,Li,1.9343642248184518,non-ribosomal
62151,ygiF,MOPS minimal,370.0,Li,0.7387003700461229,non-ribosomal
62152,ygiF,MOPS complete without methionine,918.0,Li,1.5693898427772346,non-ribosomal
62153,ygiL,MOPS complete,140.0,Li,1.9343642248184518,non-ribosomal
62154,ygiL,MOPS minimal,21.0,Li,0.7387003700461229,non-ribosomal
62155,ygiL,MOPS complete without methionine,30.0,Li,1.5693898427772346,non-ribosomal
62156,ygiM,MOPS complete,662.0,Li,1.9343642248184518,non-ribosomal
62157,ygiM,MOPS minimal,488.0,Li,0.7387003700461229,non-ribosomal
62158,ygiM,MOPS complete without methionine,568.0,Li,1.5693898427772346,non-ribosomal
62159,ygiN,MOPS complete,4429.0,Li,1.9343642248184518,non-ribosomal
62160,ygiN,MOPS minimal,2417.0,Li,0.7387003700461229,non-ribosomal
62161,ygiN,MOPS complete without methionine,4795.0,Li,1.5693898427772346,non-ribosomal
62162,ygiQ,MOPS complete,1176.0,Li,1.9343642248184518,non-ribosomal
62163,ygiQ,MOPS minimal,225.0,Li,0.7387003700461229,non-ribosomal
62164,ygiQ,MOPS complete without methionine,345.0,Li,1.5693898427772346,non-ribosomal
62165,ygiS,MOPS complete,108.0,Li,1.9343642248184518,non-ribosomal
62166,ygiS,MOPS minimal,58.0,Li,0.7387003700461229,non-ribosomal
62167,ygiS,MOPS complete without methionine,108.0,Li,1.5693898427772346,non-ribosomal
62168,ygiV,MOPS complete,33.0,Li,1.9343642248184518,non-ribosomal
62169,ygiV,MOPS minimal,23.0,Li,0.7387003700461229,non-ribosomal
62170,ygiV,MOPS complete without methionine,4.0,Li,1.5693898427772346,non-ribosomal
62171,ygiW,MOPS complete,2395.0,Li,1.9343642248184518,non-ribosomal
62172,ygiW,MOPS minimal,2776.0,Li,0.7387003700461229,non-ribosomal
62173,ygiW,MOPS complete without methionine,758.0,Li,1.5693898427772346,non-ribosomal
62174,ygiZ,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62175,ygiZ,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62176,ygiZ,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62177,ygjH,MOPS complete,101.0,Li,1.9343642248184518,non-ribosomal
62178,ygjH,MOPS minimal,14.0,Li,0.7387003700461229,non-ribosomal
62179,ygjH,MOPS complete without methionine,85.0,Li,1.5693898427772346,non-ribosomal
62180,ygjI,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62181,ygjI,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62182,ygjI,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62183,ygjJ,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62184,ygjJ,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62185,ygjJ,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62186,ygjK,MOPS complete,2.0,Li,1.9343642248184518,non-ribosomal
62187,ygjK,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62188,ygjK,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62189,ygjP,MOPS complete,258.0,Li,1.9343642248184518,non-ribosomal
62190,ygjP,MOPS minimal,65.0,Li,0.7387003700461229,non-ribosomal
62191,ygjP,MOPS complete without methionine,110.0,Li,1.5693898427772346,non-ribosomal
62192,ygjQ,MOPS complete,6.0,Li,1.9343642248184518,non-ribosomal
62193,ygjQ,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62194,ygjQ,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62195,ygjR,MOPS complete,208.0,Li,1.9343642248184518,non-ribosomal
62196,ygjR,MOPS minimal,189.0,Li,0.7387003700461229,non-ribosomal
62197,ygjR,MOPS complete without methionine,172.0,Li,1.5693898427772346,non-ribosomal
62198,ygjV,MOPS complete,40.0,Li,1.9343642248184518,non-ribosomal
62199,ygjV,MOPS minimal,15.0,Li,0.7387003700461229,non-ribosomal
62200,ygjV,MOPS complete without methionine,38.0,Li,1.5693898427772346,non-ribosomal
62201,yhaB,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62202,yhaB,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62203,yhaB,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62204,yhaC,MOPS complete,2.0,Li,1.9343642248184518,non-ribosomal
62205,yhaC,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62206,yhaC,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62207,yhaH,MOPS complete,1327.0,Li,1.9343642248184518,non-ribosomal
62208,yhaH,MOPS minimal,846.0,Li,0.7387003700461229,non-ribosomal
62209,yhaH,MOPS complete without methionine,529.0,Li,1.5693898427772346,non-ribosomal
62210,yhaI,MOPS complete,34.0,Li,1.9343642248184518,non-ribosomal
62211,yhaI,MOPS minimal,10.0,Li,0.7387003700461229,non-ribosomal
62212,yhaI,MOPS complete without methionine,10.0,Li,1.5693898427772346,non-ribosomal
62213,yhaJ,MOPS complete,534.0,Li,1.9343642248184518,non-ribosomal
62214,yhaJ,MOPS minimal,216.0,Li,0.7387003700461229,non-ribosomal
62215,yhaJ,MOPS complete without methionine,409.0,Li,1.5693898427772346,non-ribosomal
62216,yhaK,MOPS complete,46.0,Li,1.9343642248184518,non-ribosomal
62217,yhaK,MOPS minimal,30.0,Li,0.7387003700461229,non-ribosomal
62218,yhaK,MOPS complete without methionine,26.0,Li,1.5693898427772346,non-ribosomal
62219,yhaL,MOPS complete,921.0,Li,1.9343642248184518,non-ribosomal
62220,yhaL,MOPS minimal,318.0,Li,0.7387003700461229,non-ribosomal
62221,yhaL,MOPS complete without methionine,1033.0,Li,1.5693898427772346,non-ribosomal
62222,yhaM,MOPS complete,2100.0,Li,1.9343642248184518,non-ribosomal
62223,yhaM,MOPS minimal,25.0,Li,0.7387003700461229,non-ribosomal
62224,yhaM,MOPS complete without methionine,46.0,Li,1.5693898427772346,non-ribosomal
62225,yhaO,MOPS complete,24.0,Li,1.9343642248184518,non-ribosomal
62226,yhaO,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62227,yhaO,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62228,yhaV,MOPS complete,246.0,Li,1.9343642248184518,non-ribosomal
62229,yhaV,MOPS minimal,90.0,Li,0.7387003700461229,non-ribosomal
62230,yhaV,MOPS complete without methionine,105.0,Li,1.5693898427772346,non-ribosomal
62231,yhbE,MOPS complete,201.0,Li,1.9343642248184518,non-ribosomal
62232,yhbE,MOPS minimal,23.0,Li,0.7387003700461229,non-ribosomal
62233,yhbE,MOPS complete without methionine,86.0,Li,1.5693898427772346,non-ribosomal
62234,yhbJ,MOPS complete,1332.0,Li,1.9343642248184518,non-ribosomal
62235,yhbJ,MOPS minimal,587.0,Li,0.7387003700461229,non-ribosomal
62236,yhbJ,MOPS complete without methionine,632.0,Li,1.5693898427772346,non-ribosomal
62237,yhbO,MOPS complete,4.0,Li,1.9343642248184518,non-ribosomal
62238,yhbO,MOPS minimal,283.0,Li,0.7387003700461229,non-ribosomal
62239,yhbO,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62240,yhbP,MOPS complete,90.0,Li,1.9343642248184518,non-ribosomal
62241,yhbP,MOPS minimal,48.0,Li,0.7387003700461229,non-ribosomal
62242,yhbP,MOPS complete without methionine,82.0,Li,1.5693898427772346,non-ribosomal
62243,yhbQ,MOPS complete,64.0,Li,1.9343642248184518,non-ribosomal
62244,yhbQ,MOPS minimal,20.0,Li,0.7387003700461229,non-ribosomal
62245,yhbQ,MOPS complete without methionine,20.0,Li,1.5693898427772346,non-ribosomal
62246,yhbS,MOPS complete,1192.0,Li,1.9343642248184518,non-ribosomal
62247,yhbS,MOPS minimal,402.0,Li,0.7387003700461229,non-ribosomal
62248,yhbS,MOPS complete without methionine,606.0,Li,1.5693898427772346,non-ribosomal
62249,yhbT,MOPS complete,1113.0,Li,1.9343642248184518,non-ribosomal
62250,yhbT,MOPS minimal,313.0,Li,0.7387003700461229,non-ribosomal
62251,yhbT,MOPS complete without methionine,932.0,Li,1.5693898427772346,non-ribosomal
62252,yhbU,MOPS complete,12.0,Li,1.9343642248184518,non-ribosomal
62253,yhbU,MOPS minimal,3.0,Li,0.7387003700461229,non-ribosomal
62254,yhbU,MOPS complete without methionine,3.0,Li,1.5693898427772346,non-ribosomal
62255,yhbV,MOPS complete,19.0,Li,1.9343642248184518,non-ribosomal
62256,yhbV,MOPS minimal,4.0,Li,0.7387003700461229,non-ribosomal
62257,yhbV,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62258,yhbW,MOPS complete,384.0,Li,1.9343642248184518,non-ribosomal
62259,yhbW,MOPS minimal,411.0,Li,0.7387003700461229,non-ribosomal
62260,yhbW,MOPS complete without methionine,261.0,Li,1.5693898427772346,non-ribosomal
62261,yhbX,MOPS complete,9.0,Li,1.9343642248184518,non-ribosomal
62262,yhbX,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62263,yhbX,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62264,yhbY,MOPS complete,17221.0,Li,1.9343642248184518,non-ribosomal
62265,yhbY,MOPS minimal,2765.0,Li,0.7387003700461229,non-ribosomal
62266,yhbY,MOPS complete without methionine,8448.0,Li,1.5693898427772346,non-ribosomal
62267,yhcA,MOPS complete,7.0,Li,1.9343642248184518,non-ribosomal
62268,yhcA,MOPS minimal,14.0,Li,0.7387003700461229,non-ribosomal
62269,yhcA,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62270,yhcB,MOPS complete,3651.0,Li,1.9343642248184518,non-ribosomal
62271,yhcB,MOPS minimal,1546.0,Li,0.7387003700461229,non-ribosomal
62272,yhcB,MOPS complete without methionine,2860.0,Li,1.5693898427772346,non-ribosomal
62273,yhcC,MOPS complete,4.0,Li,1.9343642248184518,non-ribosomal
62274,yhcC,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62275,yhcC,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62276,yhcD,MOPS complete,2.0,Li,1.9343642248184518,non-ribosomal
62277,yhcD,MOPS minimal,3.0,Li,0.7387003700461229,non-ribosomal
62278,yhcD,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62279,yhcF,MOPS complete,77.0,Li,1.9343642248184518,non-ribosomal
62280,yhcF,MOPS minimal,39.0,Li,0.7387003700461229,non-ribosomal
62281,yhcF,MOPS complete without methionine,36.0,Li,1.5693898427772346,non-ribosomal
62282,yhcG,MOPS complete,6.0,Li,1.9343642248184518,non-ribosomal
62283,yhcG,MOPS minimal,5.0,Li,0.7387003700461229,non-ribosomal
62284,yhcG,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62285,yhcH,MOPS complete,128.0,Li,1.9343642248184518,non-ribosomal
62286,yhcH,MOPS minimal,136.0,Li,0.7387003700461229,non-ribosomal
62287,yhcH,MOPS complete without methionine,71.0,Li,1.5693898427772346,non-ribosomal
62288,yhcM,MOPS complete,255.0,Li,1.9343642248184518,non-ribosomal
62289,yhcM,MOPS minimal,214.0,Li,0.7387003700461229,non-ribosomal
62290,yhcM,MOPS complete without methionine,262.0,Li,1.5693898427772346,non-ribosomal
62291,yhcN,MOPS complete,1846.0,Li,1.9343642248184518,non-ribosomal
62292,yhcN,MOPS minimal,314.0,Li,0.7387003700461229,non-ribosomal
62293,yhcN,MOPS complete without methionine,2062.0,Li,1.5693898427772346,non-ribosomal
62294,yhcO,MOPS complete,31.0,Li,1.9343642248184518,non-ribosomal
62295,yhcO,MOPS minimal,184.0,Li,0.7387003700461229,non-ribosomal
62296,yhcO,MOPS complete without methionine,6.0,Li,1.5693898427772346,non-ribosomal
62297,yhdE,MOPS complete,699.0,Li,1.9343642248184518,non-ribosomal
62298,yhdE,MOPS minimal,184.0,Li,0.7387003700461229,non-ribosomal
62299,yhdE,MOPS complete without methionine,555.0,Li,1.5693898427772346,non-ribosomal
62300,yhdH,MOPS complete,756.0,Li,1.9343642248184518,non-ribosomal
62301,yhdH,MOPS minimal,602.0,Li,0.7387003700461229,non-ribosomal
62302,yhdH,MOPS complete without methionine,429.0,Li,1.5693898427772346,non-ribosomal
62303,yhdJ,MOPS complete,6.0,Li,1.9343642248184518,non-ribosomal
62304,yhdJ,MOPS minimal,2.0,Li,0.7387003700461229,non-ribosomal
62305,yhdJ,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62306,yhdL,MOPS complete,948.0,Li,1.9343642248184518,non-ribosomal
62307,yhdL,MOPS minimal,766.0,Li,0.7387003700461229,non-ribosomal
62308,yhdL,MOPS complete without methionine,539.0,Li,1.5693898427772346,non-ribosomal
62309,yhdN,MOPS complete,93.0,Li,1.9343642248184518,non-ribosomal
62310,yhdN,MOPS minimal,53.0,Li,0.7387003700461229,non-ribosomal
62311,yhdN,MOPS complete without methionine,66.0,Li,1.5693898427772346,non-ribosomal
62312,yhdP,MOPS complete,65.0,Li,1.9343642248184518,non-ribosomal
62313,yhdP,MOPS minimal,37.0,Li,0.7387003700461229,non-ribosomal
62314,yhdP,MOPS complete without methionine,30.0,Li,1.5693898427772346,non-ribosomal
62315,yhdT,MOPS complete,799.0,Li,1.9343642248184518,non-ribosomal
62316,yhdT,MOPS minimal,56.0,Li,0.7387003700461229,non-ribosomal
62317,yhdT,MOPS complete without methionine,326.0,Li,1.5693898427772346,non-ribosomal
62318,yhdU,MOPS complete,247.0,Li,1.9343642248184518,non-ribosomal
62319,yhdU,MOPS minimal,134.0,Li,0.7387003700461229,non-ribosomal
62320,yhdU,MOPS complete without methionine,64.0,Li,1.5693898427772346,non-ribosomal
62321,yhdV,MOPS complete,176.0,Li,1.9343642248184518,non-ribosomal
62322,yhdV,MOPS minimal,77.0,Li,0.7387003700461229,non-ribosomal
62323,yhdV,MOPS complete without methionine,61.0,Li,1.5693898427772346,non-ribosomal
62324,yhdX,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62325,yhdX,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62326,yhdX,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62327,yhdY,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62328,yhdY,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62329,yhdY,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62330,yhdZ,MOPS complete,29.0,Li,1.9343642248184518,non-ribosomal
62331,yhdZ,MOPS minimal,21.0,Li,0.7387003700461229,non-ribosomal
62332,yhdZ,MOPS complete without methionine,27.0,Li,1.5693898427772346,non-ribosomal
62333,yheL,MOPS complete,351.0,Li,1.9343642248184518,non-ribosomal
62334,yheL,MOPS minimal,138.0,Li,0.7387003700461229,non-ribosomal
62335,yheL,MOPS complete without methionine,154.0,Li,1.5693898427772346,non-ribosomal
62336,yheM,MOPS complete,302.0,Li,1.9343642248184518,non-ribosomal
62337,yheM,MOPS minimal,132.0,Li,0.7387003700461229,non-ribosomal
62338,yheM,MOPS complete without methionine,212.0,Li,1.5693898427772346,non-ribosomal
62339,yheN,MOPS complete,365.0,Li,1.9343642248184518,non-ribosomal
62340,yheN,MOPS minimal,137.0,Li,0.7387003700461229,non-ribosomal
62341,yheN,MOPS complete without methionine,177.0,Li,1.5693898427772346,non-ribosomal
62342,yheO,MOPS complete,676.0,Li,1.9343642248184518,non-ribosomal
62343,yheO,MOPS minimal,476.0,Li,0.7387003700461229,non-ribosomal
62344,yheO,MOPS complete without methionine,550.0,Li,1.5693898427772346,non-ribosomal
62345,yheS,MOPS complete,855.0,Li,1.9343642248184518,non-ribosomal
62346,yheS,MOPS minimal,235.0,Li,0.7387003700461229,non-ribosomal
62347,yheS,MOPS complete without methionine,424.0,Li,1.5693898427772346,non-ribosomal
62348,yheT,MOPS complete,253.0,Li,1.9343642248184518,non-ribosomal
62349,yheT,MOPS minimal,73.0,Li,0.7387003700461229,non-ribosomal
62350,yheT,MOPS complete without methionine,92.0,Li,1.5693898427772346,non-ribosomal
62351,yheU,MOPS complete,524.0,Li,1.9343642248184518,non-ribosomal
62352,yheU,MOPS minimal,395.0,Li,0.7387003700461229,non-ribosomal
62353,yheU,MOPS complete without methionine,259.0,Li,1.5693898427772346,non-ribosomal
62354,yheV,MOPS complete,658.0,Li,1.9343642248184518,non-ribosomal
62355,yheV,MOPS minimal,758.0,Li,0.7387003700461229,non-ribosomal
62356,yheV,MOPS complete without methionine,545.0,Li,1.5693898427772346,non-ribosomal
62357,yhfA,MOPS complete,1623.0,Li,1.9343642248184518,non-ribosomal
62358,yhfA,MOPS minimal,1283.0,Li,0.7387003700461229,non-ribosomal
62359,yhfA,MOPS complete without methionine,2115.0,Li,1.5693898427772346,non-ribosomal
62360,yhfG,MOPS complete,73.0,Li,1.9343642248184518,non-ribosomal
62361,yhfG,MOPS minimal,459.0,Li,0.7387003700461229,non-ribosomal
62362,yhfG,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62363,yhfK,MOPS complete,92.0,Li,1.9343642248184518,non-ribosomal
62364,yhfK,MOPS minimal,41.0,Li,0.7387003700461229,non-ribosomal
62365,yhfK,MOPS complete without methionine,51.0,Li,1.5693898427772346,non-ribosomal
62366,yhfL,MOPS complete,128.0,Li,1.9343642248184518,non-ribosomal
62367,yhfL,MOPS minimal,14.0,Li,0.7387003700461229,non-ribosomal
62368,yhfL,MOPS complete without methionine,124.0,Li,1.5693898427772346,non-ribosomal
62369,yhfS,MOPS complete,4.0,Li,1.9343642248184518,non-ribosomal
62370,yhfS,MOPS minimal,2.0,Li,0.7387003700461229,non-ribosomal
62371,yhfS,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62372,yhfT,MOPS complete,1.0,Li,1.9343642248184518,non-ribosomal
62373,yhfT,MOPS minimal,1.0,Li,0.7387003700461229,non-ribosomal
62374,yhfT,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
62375,yhfU,MOPS complete,12.0,Li,1.9343642248184518,non-ribosomal
62376,yhfU,MOPS minimal,8.0,Li,0.7387003700461229,non-ribosomal
62377,yhfU,MOPS complete without methionine,12.0,Li,1.5693898427772346,non-ribosomal
62378,yhfW,MOPS complete,0.0,Li,1.9343642248184518,non-ribosomal
62379,yhfW,MOPS minimal,0.0,Li,0.7387003700461229,non-ribosomal
62380,yhfW,MOPS complete without methionine,0.0,Li,1.5693898427772346,non-ribosomal
