Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	searches
P0AB10	reviewed	Intermembrane transport lipoprotein PqiC	pqiC ymbA b0952 JW5127		PQIC_ECOLI	GO:0030288; GO:0036406; GO:0042802	anchored component of periplasmic side of cell outer membrane [GO:0036406]; outer membrane-bounded periplasmic space [GO:0030288]; identical protein binding [GO:0042802]		20,634		KW-0449; KW-0472; KW-0564; KW-0732; KW-0998; KW-1185	P0AB10
P52644	reviewed	Heat shock protein HslJ	hslJ ydbI b1379 JW1374		HSLJ_ECOLI	GO:0009408	response to heat [GO:0009408]	response to heat [GO:0009408]	15,166		KW-0002; KW-0346; KW-1185	P52644
P0ABJ3	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	cyoC b0430 JW0420		CYOC_ECOLI	GO:0004129; GO:0005886; GO:0005887; GO:0008827; GO:0009055; GO:0009060; GO:0009319; GO:0009486; GO:0015078; GO:0015453; GO:0015990; GO:0019646	cytochrome o ubiquinol oxidase complex [GO:0009319]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome o ubiquinol oxidase activity [GO:0008827]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]; aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	22,623		KW-0002; KW-0249; KW-0472; KW-0560; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P0ABJ3
P69801	reviewed	PTS system mannose-specific EIIC component (EII-P-Man) (EIIC-Man) (Mannose permease IIC component)	manY pel ptsP b1818 JW1807		PTNC_ECOLI	GO:0005886; GO:0005887; GO:0009401; GO:0015761; GO:0016020; GO:0022870; GO:0098708	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity [GO:0022870]; glucose import across plasma membrane [GO:0098708]; mannose transmembrane transport [GO:0015761]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	glucose import across plasma membrane [GO:0098708]; mannose transmembrane transport [GO:0015761]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	27,636		KW-0291; KW-0472; KW-0598; KW-0762; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P69801
P69853	reviewed	Tat proofreading chaperone DmsD (DMSO reductase maturation protein) (Twin-arginine leader-binding protein DmsD)	dmsD ynfI b1591 JW5262		DMSD_ECOLI	GO:0005048; GO:0005737; GO:0031234; GO:0061077	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; signal sequence binding [GO:0005048]; chaperone-mediated protein folding [GO:0061077]	chaperone-mediated protein folding [GO:0061077]	23,345		KW-0002; KW-0143; KW-0472; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185	P69853
P0AA53	reviewed	Protein QmcA	qmcA ybbK b0489 JW0478		QMCA_ECOLI	GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		33,743		KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P0AA53
P77330	reviewed	Prophage lipoprotein Bor homolog (Lipoprotein Bor homolog from lambdoid prophage DLP12)	borD ybcU b0557 JW0546		BORD_ECOLI	GO:0005886; GO:0071286	plasma membrane [GO:0005886]; cellular response to magnesium ion [GO:0071286]	cellular response to magnesium ion [GO:0071286]	10,447		KW-0449; KW-0472; KW-0564; KW-0732; KW-1003; KW-1185	P77330
P0A6R3	reviewed	DNA-binding protein Fis (Factor-for-inversion stimulation protein) (Hin recombinational enhancer-binding protein)	fis b3261 JW3229		FIS_ECOLI	GO:0000787; GO:0000976; GO:0000985; GO:0001121; GO:0001216; GO:0001217; GO:0003677; GO:0005829; GO:0006355; GO:0009295; GO:0009314; GO:0031421; GO:0032359; GO:0032993; GO:0034401; GO:0042803; GO:0043565; GO:0044374; GO:0045911	cytoplasmic nucleosome [GO:0000787]; cytosol [GO:0005829]; invertasome [GO:0031421]; nucleoid [GO:0009295]; protein-DNA complex [GO:0032993]; bacterial-type RNA polymerase core promoter sequence-specific DNA binding [GO:0000985]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]; sequence-specific DNA binding, bending [GO:0044374]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; bacterial transcription [GO:0001121]; chromatin organization involved in regulation of transcription [GO:0034401]; positive regulation of DNA recombination [GO:0045911]; provirus excision [GO:0032359]; regulation of transcription, DNA-templated [GO:0006355]; response to radiation [GO:0009314]	bacterial transcription [GO:0001121]; chromatin organization involved in regulation of transcription [GO:0034401]; positive regulation of DNA recombination [GO:0045911]; provirus excision [GO:0032359]; regulation of transcription, DNA-templated [GO:0006355]; response to radiation [GO:0009314]	11,240		KW-0002; KW-0010; KW-0238; KW-0804; KW-0805; KW-0903; KW-0963; KW-1185	P0A6R3
P0A8R4	reviewed	Protein SlyX	slyX b3348 JW3310		SLYX_ECOLI				8,214		KW-1185	P0A8R4
P0A8B2	reviewed	UPF0115 protein YfcN	yfcN b2331 JW2328		YFCN_ECOLI				21,013		KW-1185	P0A8B2
Q46822	reviewed	Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)	idi ygfV b2889 JW2857	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420;  Note=Binds 1 Mg(2+) ion per subunit. The magnesium ion binds only when substrate is bound.; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035;  Note=Binds 1 Mn(2+) ion per subunit.;	IDI_ECOLI	GO:0000287; GO:0004452; GO:0005737; GO:0006974; GO:0008270; GO:0008299; GO:0009240; GO:0016787; GO:0050992	cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]; isopentenyl-diphosphate delta-isomerase activity [GO:0004452]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; cellular response to DNA damage stimulus [GO:0006974]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process [GO:0009240]; isoprenoid biosynthetic process [GO:0008299]	cellular response to DNA damage stimulus [GO:0006974]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process [GO:0009240]; isoprenoid biosynthetic process [GO:0008299]	20,508	METAL 25;  /note="Manganese";  /evidence="ECO:0000269|PubMed:12630859, ECO:0000269|PubMed:15643873"; METAL 32;  /note="Manganese";  /evidence="ECO:0000269|PubMed:12630859, ECO:0000269|PubMed:15643873"; METAL 67;  /note="Magnesium; via carbonyl oxygen"; METAL 69;  /note="Manganese";  /evidence="ECO:0000269|PubMed:12630859, ECO:0000269|PubMed:15643873"; METAL 87;  /note="Magnesium"; METAL 114;  /note="Manganese";  /evidence="ECO:0000269|PubMed:12630859, ECO:0000269|PubMed:15643873"; METAL 116;  /note="Manganese";  /evidence="ECO:0000269|PubMed:12630859, ECO:0000269|PubMed:15643873"	KW-0002; KW-0413; KW-0414; KW-0460; KW-0464; KW-0479; KW-0963; KW-1185	Q46822
P64423	reviewed	Zinc transport protein ZntB	zntB ydaN b1342 JW1336		ZNTB_ECOLI	GO:0000287; GO:0005385; GO:0005887; GO:0015087; GO:0015095; GO:0015295; GO:0022883; GO:0050897; GO:0071577; GO:0071578	integral component of plasma membrane [GO:0005887]; cobalt ion binding [GO:0050897]; cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion binding [GO:0000287]; magnesium ion transmembrane transporter activity [GO:0015095]; solute:proton symporter activity [GO:0015295]; zinc efflux transmembrane transporter activity [GO:0022883]; zinc ion transmembrane transporter activity [GO:0005385]; zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577]	zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577]	36,612		KW-0002; KW-0406; KW-0472; KW-0812; KW-0813; KW-0862; KW-0997; KW-1003; KW-1133; KW-1185	P64423
P0ADX9	reviewed	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171) (16S rRNA m2G966 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmD yhhF b3465 JW3430		RSMD_ECOLI	GO:0003676; GO:0052913; GO:0070475	16S rRNA (guanine(966)-N(2))-methyltransferase activity [GO:0052913]; nucleic acid binding [GO:0003676]; rRNA base methylation [GO:0070475]	rRNA base methylation [GO:0070475]	21,678		KW-0002; KW-0489; KW-0698; KW-0808; KW-0949; KW-1185	P0ADX9
P19934	reviewed	Tol-Pal system protein TolA	tolA cim excC lky b0739 JW0729		TOLA_ECOLI	GO:0005886; GO:0005887; GO:0007049; GO:0016021; GO:0017038; GO:0019534; GO:0019904; GO:0032153; GO:0043213; GO:0046718; GO:0046790; GO:0051301; GO:0071237; GO:0097718	cell division site [GO:0032153]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; disordered domain specific binding [GO:0097718]; protein domain specific binding [GO:0019904]; toxin transmembrane transporter activity [GO:0019534]; virion binding [GO:0046790]; bacteriocin transport [GO:0043213]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to bacteriocin [GO:0071237]; protein import [GO:0017038]; viral entry into host cell [GO:0046718]	bacteriocin transport [GO:0043213]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to bacteriocin [GO:0071237]; protein import [GO:0017038]; viral entry into host cell [GO:0046718]	43,157		KW-0002; KW-0131; KW-0132; KW-0472; KW-0677; KW-0812; KW-0997; KW-1003; KW-1015; KW-1133; KW-1185	P19934
P76112	reviewed	L-amino acid N-acyltransferase MnaT (EC 2.3.1.-) (L-methionine N-acyltransferase) (L-methionine sulfoximine/L-methionine sulfone N-acetyltransferase) (L-phenylglycine N-acetyltransferase)	mnaT yncA b1448 JW5233		MNAT_ECOLI	GO:0008080; GO:0016747	N-acetyltransferase activity [GO:0008080]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]		19,248		KW-0012; KW-0808; KW-1185	P76112
P36672	reviewed	PTS system trehalose-specific EIIBC component (EIIBC-Tre) (EII-Tre) [Includes: Trehalose-specific phosphotransferase enzyme IIB component (EC 2.7.1.201) (PTS system trehalose-specific EIIB component); Trehalose permease IIC component (PTS system trehalose-specific EIIC component)]	treB b4240 JW4199		PTTBC_ECOLI	GO:0005886; GO:0008982; GO:0009401; GO:0015574; GO:0015771; GO:0016021; GO:0016301; GO:0034219; GO:0090589	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-trehalose phosphotransferase system transporter activity [GO:0090589]; trehalose transmembrane transporter activity [GO:0015574]; carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; trehalose transport [GO:0015771]	carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; trehalose transport [GO:0015771]	51,081		KW-0418; KW-0472; KW-0597; KW-0598; KW-0762; KW-0808; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P36672
P0AAQ2	reviewed	Putative HNH nuclease YajD (EC 3.1.-.-)	yajD b0410 JW0400		YAJD_ECOLI	GO:0003676; GO:0004519; GO:0005829	cytosol [GO:0005829]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]		13,364		KW-0378; KW-0540; KW-1185	P0AAQ2
P76539	reviewed	Acetyltransferase YpeA (EC 2.3.1.-)	ypeA b2434 JW2427		YPEA_ECOLI	GO:0008080	N-acetyltransferase activity [GO:0008080]		16,312		KW-0002; KW-0012; KW-0808; KW-1185	P76539
P21361	reviewed	Uncharacterized protein YciG	yciG b1259 JW1251		YCIG_ECOLI	GO:0071978	bacterial-type flagellum-dependent swarming motility [GO:0071978]	bacterial-type flagellum-dependent swarming motility [GO:0071978]	6,002		KW-1185	P21361
P76046	reviewed	Uncharacterized protein YcjX	ycjX b1321 JW1314		YCJX_ECOLI	GO:0005524	ATP binding [GO:0005524]		52,609		KW-0007; KW-0067; KW-0547; KW-1185	P76046
P37327	reviewed	Inner membrane protein YfdC	yfdC b2347 JW2344		YFDC_ECOLI	GO:0005886; GO:0015499; GO:0015724; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; formate transmembrane transporter activity [GO:0015499]; formate transport [GO:0015724]	formate transport [GO:0015724]	34,503		KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P37327
P76330	reviewed	Probable diguanylate cyclase DgcQ (DGC) (EC 2.7.7.65) (Cellulose synthesis regulatory protein)	dgcQ yedQ b1956 JW5832	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P31129};  Note=Binds 1 Mg(2+) ion per monomer. {ECO:0000250|UniProtKB:P31129};	DGCQ_ECOLI	GO:0005525; GO:0005886; GO:0016021; GO:0030244; GO:0043709; GO:0046872; GO:0052621; GO:1902201	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; cell adhesion involved in single-species biofilm formation [GO:0043709]; cellulose biosynthetic process [GO:0030244]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	cell adhesion involved in single-species biofilm formation [GO:0043709]; cellulose biosynthetic process [GO:0030244]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	64,283	METAL 436;  /note="Magnesium";  /evidence="ECO:0000250|UniProtKB:P31129"; METAL 479;  /note="Magnesium";  /evidence="ECO:0000250|UniProtKB:P31129"	KW-0135; KW-0342; KW-0460; KW-0472; KW-0479; KW-0547; KW-0808; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P76330
P0A752	reviewed	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD ybeN b0639 JW0634		NADD_ECOLI	GO:0000309; GO:0004515; GO:0005524; GO:0009435; GO:0034355; GO:0034628	ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	24,528		KW-0002; KW-0067; KW-0520; KW-0547; KW-0548; KW-0662; KW-0808; KW-1185	P0A752
P37340	reviewed	Multidrug resistance protein MdtK (Multidrug-efflux transporter)	mdtK norE norM ydhE b1663 JW1655		MDTK_ECOLI	GO:0005886; GO:0005887; GO:0006814; GO:0006855; GO:0015031; GO:0015298; GO:0016020; GO:0022857; GO:0034614; GO:0035442; GO:0042908; GO:0042910; GO:0046677; GO:0071916; GO:1990961	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]; solute:cation antiporter activity [GO:0015298]; transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]; cellular response to reactive oxygen species [GO:0034614]; dipeptide transmembrane transport [GO:0035442]; drug transmembrane transport [GO:0006855]; protein transport [GO:0015031]; response to antibiotic [GO:0046677]; sodium ion transport [GO:0006814]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic transport [GO:0042908]	cellular response to reactive oxygen species [GO:0034614]; dipeptide transmembrane transport [GO:0035442]; drug transmembrane transport [GO:0006855]; protein transport [GO:0015031]; response to antibiotic [GO:0046677]; sodium ion transport [GO:0006814]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic transport [GO:0042908]	49,447		KW-0046; KW-0050; KW-0406; KW-0472; KW-0571; KW-0653; KW-0739; KW-0812; KW-0813; KW-0915; KW-0997; KW-1003; KW-1133; KW-1185	P37340
P0A9W6	reviewed	Acid stress protein IbaG	ibaG yrbA b3190 JW3157		IBAG_ECOLI	GO:0005829; GO:0051537	cytosol [GO:0005829]; 2 iron, 2 sulfur cluster binding [GO:0051537]		9,452		KW-0002; KW-0346; KW-1185	P0A9W6
P0AEI6	reviewed	Phosphatase NudJ (EC 3.6.1.-)	nudJ ymfB b1134 JW1120	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:16766526}; 	NUDJ_ECOLI	GO:0004787; GO:0016462; GO:0017110; GO:0017111	nucleoside-diphosphatase activity [GO:0017110]; nucleoside-triphosphatase activity [GO:0017111]; pyrophosphatase activity [GO:0016462]; thiamine-pyrophosphatase activity [GO:0004787]		17,433		KW-0378; KW-0460; KW-1185	P0AEI6
P0A6I6	reviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD kdtB yicA b3634 JW3609	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:11812124};  Note=Crystallized in the absence of Mg(2+), the catalytic metal is not bound by the protein but probably by non-esterified oxygen atoms from ATP and/or ordered H(2)O (PubMed:11812124). {ECO:0000305|PubMed:11812124};	COAD_ECOLI	GO:0004595; GO:0005524; GO:0005737; GO:0015937; GO:0042802	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]; coenzyme A biosynthetic process [GO:0015937]	coenzyme A biosynthetic process [GO:0015937]	17,837		KW-0002; KW-0067; KW-0173; KW-0460; KW-0547; KW-0548; KW-0808; KW-0903; KW-0963; KW-1185	P0A6I6
P27838	reviewed	Iron-sulfur cluster assembly protein CyaY (Bacterial frataxin ortholog)	cyaY b3807 JW3779		CYAY_ECOLI	GO:0005737; GO:0005829; GO:0008198; GO:0008199; GO:0016226	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]	12,231		KW-0002; KW-0408; KW-0479; KW-1185	P27838
P37671	reviewed	DNA-binding transcriptional repressor YiaJ (YiaKLMNOPQRS operon repressor) (YiaK-S operon repressor)	yiaJ b3574 JW3546		YIAJ_ECOLI	GO:0003677; GO:0003700; GO:0045892	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]	negative regulation of transcription, DNA-templated [GO:0045892]	31,067		KW-0002; KW-0238; KW-0678; KW-0804; KW-0805; KW-1185	P37671
P0AA57	reviewed	Protein YobA	yobA b1841 JW1830		YOBA_ECOLI	GO:0005507; GO:0006825; GO:0030288; GO:0046688	outer membrane-bounded periplasmic space [GO:0030288]; copper ion binding [GO:0005507]; copper ion transport [GO:0006825]; response to copper ion [GO:0046688]	copper ion transport [GO:0006825]; response to copper ion [GO:0046688]	13,410	METAL 27;  /note="Copper";  /evidence="ECO:0000255"; METAL 113;  /note="Copper";  /evidence="ECO:0000255"	KW-0186; KW-0479; KW-0574; KW-0732; KW-1185	P0AA57
P05041	reviewed	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	pabB b1812 JW1801	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:2251281}; 	PABB_ECOLI	GO:0000287; GO:0046654; GO:0046656; GO:0046820	4-amino-4-deoxychorismate synthase activity [GO:0046820]; magnesium ion binding [GO:0000287]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	50,970		KW-0002; KW-0289; KW-0460; KW-0808; KW-0903; KW-1185	P05041
P18390	reviewed	Uncharacterized protein YjjA (Protein P-18)	yjjA b4360 JW5795		YJJA_ECOLI	GO:0005829	cytosol [GO:0005829]		17,353		KW-0732; KW-1185	P18390
P0AC23	reviewed	Probable formate transporter 1 (Formate channel 1)	focA ycaE b0904 JW0887		FOCA_ECOLI	GO:0005886; GO:0005887; GO:0010447; GO:0015499; GO:0015724; GO:0019664; GO:0042802	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; formate transmembrane transporter activity [GO:0015499]; identical protein binding [GO:0042802]; formate transport [GO:0015724]; mixed acid fermentation [GO:0019664]; response to acidic pH [GO:0010447]	formate transport [GO:0015724]; mixed acid fermentation [GO:0019664]; response to acidic pH [GO:0010447]	30,991		KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P0AC23
P37615	reviewed	Uncharacterized protein YhhM	yhhM b3467 JW3432		YHHM_ECOLI				13,496		KW-1185	P37615
P77712	reviewed	Long-chain acyl-CoA thioesterase FadM (EC 3.1.2.-) (Acyl-CoA thioester hydrolase) (Thioesterase 3) (Thioesterase III)	fadM tesC ybaW b0443 JW0433		FADM_ECOLI	GO:0006635; GO:0047617	acyl-CoA hydrolase activity [GO:0047617]; fatty acid beta-oxidation [GO:0006635]	fatty acid beta-oxidation [GO:0006635]	15,088		KW-0002; KW-0378; KW-1185	P77712
Q47622	reviewed	Probable ABC transporter periplasmic-binding protein SapA	sapA b1294 JW1287		SAPA_ECOLI	GO:0030288; GO:0043190; GO:1904680	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]		61,565		KW-0574; KW-0732; KW-0813; KW-1185	Q47622
P0ACW6	reviewed	Uncharacterized protein YdcH	ydcH b1426 JW5823		YDCH_ECOLI				8,878		KW-1185	P0ACW6
P27247	reviewed	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX b1090 JW5156		PLSX_ECOLI	GO:0005737; GO:0006633; GO:0008654; GO:0043811	cytoplasm [GO:0005737]; phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]; fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	38,214		KW-0443; KW-0444; KW-0594; KW-0808; KW-0963; KW-1185; KW-1208	P27247
P0AEP9	reviewed	Glycolate oxidase subunit GlcD	glcD gox yghM b2979 JW2946	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000305}; 	GLCD_ECOLI	GO:0006974; GO:0008891; GO:0009339; GO:0019154; GO:0046296; GO:0071949	glycolate oxidase complex [GO:0009339]; FAD binding [GO:0071949]; glycolate dehydrogenase activity [GO:0019154]; glycolate oxidase activity [GO:0008891]; cellular response to DNA damage stimulus [GO:0006974]; glycolate catabolic process [GO:0046296]	cellular response to DNA damage stimulus [GO:0006974]; glycolate catabolic process [GO:0046296]	53,812		KW-0274; KW-0285; KW-0560; KW-1185	P0AEP9
P14176	reviewed	Glycine betaine/proline betaine transport system permease protein ProW	proW b2678 JW2653		PROW_ECOLI	GO:0005275; GO:0005886; GO:0005887; GO:0006865; GO:0006972; GO:0015226; GO:0015871; GO:0031460; GO:0043190; GO:1902495; GO:1902603	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane transporter complex [GO:1902495]; amine transmembrane transporter activity [GO:0005275]; carnitine transmembrane transporter activity [GO:0015226]; amino acid transport [GO:0006865]; carnitine transmembrane transport [GO:1902603]; choline transport [GO:0015871]; glycine betaine transport [GO:0031460]; hyperosmotic response [GO:0006972]	amino acid transport [GO:0006865]; carnitine transmembrane transport [GO:1902603]; choline transport [GO:0015871]; glycine betaine transport [GO:0031460]; hyperosmotic response [GO:0006972]	37,620		KW-0029; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P14176
P77279	reviewed	Probable iron export ATP-binding protein FetA (EC 7.2.2.-)	fetA ybbL b0490 JW0479		FETA_ECOLI	GO:0005524; GO:0005623; GO:0005886; GO:0006811; GO:0006879; GO:0016887	cell [GO:0005623]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; cellular iron ion homeostasis [GO:0006879]; ion transport [GO:0006811]	cellular iron ion homeostasis [GO:0006879]; ion transport [GO:0006811]	25,382		KW-0067; KW-0406; KW-0408; KW-0410; KW-0472; KW-0547; KW-0813; KW-0997; KW-1003; KW-1185; KW-1278	P77279
P52094	reviewed	Histidine transport system permease protein HisQ	hisQ b2308 JW2305		HISQ_ECOLI	GO:0005291; GO:0005886; GO:0043190; GO:0089709; GO:1903810	ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; high-affinity L-histidine transmembrane transporter activity [GO:0005291]; L-histidine import across plasma membrane [GO:1903810]; L-histidine transmembrane transport [GO:0089709]	L-histidine import across plasma membrane [GO:1903810]; L-histidine transmembrane transport [GO:0089709]	24,649		KW-0029; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P52094
P28632	reviewed	DNA polymerase III subunit psi (EC 2.7.7.7)	holD b4372 JW4334		HOLD_ECOLI	GO:0003887; GO:0006260; GO:0008408; GO:0009314	3'-5' exonuclease activity [GO:0008408]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]; response to radiation [GO:0009314]	DNA replication [GO:0006260]; response to radiation [GO:0009314]	15,174		KW-0002; KW-0235; KW-0239; KW-0548; KW-0808; KW-1185	P28632
P0ACK5	reviewed	Deoxyribose operon repressor	deoR nucR b0840 JW0824		DEOR_ECOLI	GO:0000986; GO:0003700; GO:2000143	bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription, initiation [GO:2000143]	negative regulation of DNA-templated transcription, initiation [GO:2000143]	28,548		KW-0238; KW-0678; KW-0804; KW-0805; KW-1185	P0ACK5
