cog_class,cog_desc,cog_letter,desc,gene,go_number,pathway,uniprot
Amino acid transport and metabolism,METABOLISM,E,Peptidase T,pepT,43171.0,peptide catabolic process,P29745
Amino acid transport and metabolism,METABOLISM,E,Peptidase T,pepT,6518.0,peptide metabolic process,P29745
Coenzyme transport and metabolism,METABOLISM,H,Nicotinate-nucleotide pyrophosphorylase [carboxylating],nadC,34628.0,'de novo' NAD biosynthetic process from aspartate,P30011
Coenzyme transport and metabolism,METABOLISM,H,Nicotinate-nucleotide pyrophosphorylase [carboxylating],nadC,9435.0,NAD biosynthetic process,P30011
Coenzyme transport and metabolism,METABOLISM,H,Nicotinate-nucleotide pyrophosphorylase [carboxylating],nadC,34213.0,quinolinate catabolic process,P30011
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Ribonuclease T,rnt,45004.0,DNA replication proofreading,P30014
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Ribonuclease T,rnt,42780.0,tRNA 3'-end processing,P30014
Energy production and conversion,METABOLISM,CE,3-isopropylmalate dehydrogenase,leuB,34198.0,cellular response to amino acid starvation,P30125
Energy production and conversion,METABOLISM,CE,3-isopropylmalate dehydrogenase,leuB,9098.0,leucine biosynthetic process,P30125
Amino acid transport and metabolism,METABOLISM,E,3-isopropylmalate dehydratase small subunit,leuD,9098.0,leucine biosynthetic process,P30126
Transcription,INFORMATION STORAGE AND PROCESSING,K,Transcription elongation factor greB,greB,6354.0,"DNA-templated transcription, elongation",P30128
Transcription,INFORMATION STORAGE AND PROCESSING,K,Transcription elongation factor greB,greB,6352.0,"DNA-templated transcription, initiation",P30128
Transcription,INFORMATION STORAGE AND PROCESSING,K,Transcription elongation factor greB,greB,31439.0,positive regulation of mRNA cleavage,P30128
Transcription,INFORMATION STORAGE AND PROCESSING,K,Transcription elongation factor greB,greB,32784.0,"regulation of DNA-templated transcription, elongation",P30128
Carbohydrate transport and metabolism,METABOLISM,G,Hydroxypyruvate isomerase,hyi,46487.0,glyoxylate metabolic process,P30147
Amino acid transport and metabolism,METABOLISM,E,Uncharacterized protein ybiB,ybiB,162.0,tryptophan biosynthetic process,P30177
Energy production and conversion,METABOLISM,C,Uncharacterized oxidoreductase ybiC,ybiC,,no associated pathway,P30178
Amino acid transport and metabolism,METABOLISM,E,L-serine dehydratase 2,sdaB,6094.0,gluconeogenesis,P30744
Amino acid transport and metabolism,METABOLISM,E,L-serine dehydratase 2,sdaB,6565.0,L-serine catabolic process,P30744
Coenzyme transport and metabolism,METABOLISM,H,Molybdopterin synthase sulfur carrier subunit,moaD,6777.0,Mo-molybdopterin cofactor biosynthetic process,P30748
Coenzyme transport and metabolism,METABOLISM,H,Molybdopterin synthase catalytic subunit,moaE,6777.0,Mo-molybdopterin cofactor biosynthetic process,P30749
Inorganic ion transport and metabolism,METABOLISM,P,Methionine import ATP-binding protein MetN,metN,48473.0,D-methionine transport,P30750
Inorganic ion transport and metabolism,METABOLISM,P,Methionine import ATP-binding protein MetN,metN,8152.0,metabolic process,P30750
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Transcriptional regulatory protein BasR,basR,160.0,phosphorelay signal transduction system,P30843
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Transcriptional regulatory protein BasR,basR,6355.0,"regulation of transcription, DNA-templated",P30843
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Transcriptional regulatory protein BasR,basR,46677.0,response to antibiotic,P30843
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Transcriptional regulatory protein BasR,basR,10041.0,response to iron(III) ion,P30843
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Signal transduction histidine-protein kinase BaeS,baeS,46777.0,protein autophosphorylation,P30847
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Signal transduction histidine-protein kinase BaeS,baeS,23014.0,signal transduction by protein phosphorylation,P30847
Transcription,INFORMATION STORAGE AND PROCESSING,K,Exoribonuclease 2,rnb,6402.0,mRNA catabolic process,P30850
Amino acid transport and metabolism,METABOLISM,ET,Putative ABC transporter arginine-binding protein 2,artI,6865.0,amino acid transport,P30859
Amino acid transport and metabolism,METABOLISM,ET,ABC transporter arginine-binding protein 1,artJ,15809.0,arginine transport,P30860
Amino acid transport and metabolism,METABOLISM,ET,ABC transporter arginine-binding protein 1,artJ,97638.0,L-arginine import across plasma membrane,P30860
General function prediction only,POORLY CHARACTERIZED,R,"2,5-diketo-D-gluconic acid reductase B",dkgB,19853.0,L-ascorbic acid biosynthetic process,P30863
General function prediction only,POORLY CHARACTERIZED,R,"2,5-diketo-D-gluconic acid reductase B",dkgB,51596.0,methylglyoxal catabolic process,P30863
Transcription,INFORMATION STORAGE AND PROCESSING,K,Uncharacterized HTH-type transcriptional regulator yafC,yafC,10212.0,response to ionizing radiation,P30864
Transcription,INFORMATION STORAGE AND PROCESSING,K,Uncharacterized HTH-type transcriptional regulator yafC,yafC,6351.0,"transcription, DNA-templated",P30864
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,OT,Glutamate-ammonia-ligase adenylyltransferase,glnE,8152.0,metabolic process,P30870
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,OT,Glutamate-ammonia-ligase adenylyltransferase,glnE,820.0,regulation of glutamine family amino acid metabolic process,P30870
Function unknown,POORLY CHARACTERIZED,S,Uncharacterized protein ygiF,ygiF,,no associated pathway,P30871
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LK,Transcription-repair-coupling factor,mfd,6974.0,cellular response to DNA damage stimulus,P30958
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LK,Transcription-repair-coupling factor,mfd,6281.0,DNA repair,P30958
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LK,Transcription-repair-coupling factor,mfd,6355.0,"regulation of transcription, DNA-templated",P30958
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LK,Transcription-repair-coupling factor,mfd,6283.0,transcription-coupled nucleotide-excision repair,P30958
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LK,Transcription-repair-coupling factor,mfd,716.0,"transcription-coupled nucleotide-excision repair, DNA damage recognition",P30958
Coenzyme transport and metabolism,METABOLISM,H,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,15940.0,pantothenate biosynthetic process,P31057
Coenzyme transport and metabolism,METABOLISM,H,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,33317.0,pantothenate biosynthetic process from valine,P31057
Inorganic ion transport and metabolism,METABOLISM,P,Putative molybdenum transport ATP-binding protein ModF,modF,6281.0,DNA repair,P31060
,,-,Uncharacterized lipoprotein yedD,yedD,,no associated pathway,P31063
General function prediction only,POORLY CHARACTERIZED,R,UPF0394 inner membrane protein yedE,yedE,,no associated pathway,P31064
Inorganic ion transport and metabolism,METABOLISM,P,Putative potassium channel protein,kch,6813.0,potassium ion transport,P31069
Inorganic ion transport and metabolism,METABOLISM,P,Putative potassium channel protein,kch,51289.0,protein homotetramerization,P31069
Lipid transport and metabolism,METABOLISM,IQ,Bifunctional protein aas,aas,6631.0,fatty acid metabolic process,P31119
Lipid transport and metabolism,METABOLISM,IQ,Bifunctional protein aas,aas,8654.0,phospholipid biosynthetic process,P31119
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucosamine mutase,glmM,5975.0,carbohydrate metabolic process,P31120
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucosamine mutase,glmM,9252.0,peptidoglycan biosynthetic process,P31120
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucosamine mutase,glmM,46777.0,protein autophosphorylation,P31120
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucosamine mutase,glmM,6048.0,UDP-N-acetylglucosamine biosynthetic process,P31120
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Diguanylate cyclase YdeH,ydeH,43709.0,cell adhesion involved in single-species biofilm formation,P31129
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Diguanylate cyclase YdeH,ydeH,8152.0,metabolic process,P31129
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Diguanylate cyclase YdeH,ydeH,1902209.0,negative regulation of bacterial-type flagellum assembly,P31129
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Diguanylate cyclase YdeH,ydeH,1902201.0,negative regulation of bacterial-type flagellum-dependent cell motility,P31129
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Diguanylate cyclase YdeH,ydeH,51271.0,negative regulation of cellular component movement,P31129
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Diguanylate cyclase YdeH,ydeH,1900233.0,positive regulation of single-species biofilm formation on inanimate substrate,P31129
Function unknown,POORLY CHARACTERIZED,S,Uncharacterized protein ydeI,ydeI,70301.0,cellular response to hydrogen peroxide,P31130
Function unknown,POORLY CHARACTERIZED,S,Uncharacterized protein ydeI,ydeI,44011.0,single-species biofilm formation on inanimate substrate,P31130
General function prediction only,POORLY CHARACTERIZED,R,Protein YdeJ,ydeJ,,no associated pathway,P31131
Amino acid transport and metabolism,METABOLISM,E,Putrescine-binding periplasmic protein,potF,15847.0,putrescine transport,P31133
Amino acid transport and metabolism,METABOLISM,E,Putrescine transport ATP-binding protein PotG,potG,15847.0,putrescine transport,P31134
Inorganic ion transport and metabolism,METABOLISM,P,3-mercaptopyruvate sulfurtransferase,sseA,42262.0,DNA protection,P31142
Inorganic ion transport and metabolism,METABOLISM,P,3-mercaptopyruvate sulfurtransferase,sseA,46677.0,response to antibiotic,P31142
Inorganic ion transport and metabolism,METABOLISM,P,3-mercaptopyruvate sulfurtransferase,sseA,6979.0,response to oxidative stress,P31142
Inorganic ion transport and metabolism,METABOLISM,P,3-mercaptopyruvate sulfurtransferase,sseA,19346.0,transsulfuration,P31142
Defense mechanisms,CELLULAR PROCESSES AND SIGNALING,V,Acriflavine resistance protein B,acrB,42908.0,xenobiotic transport,P31224
,,-,Uncharacterized protein yicH,yicH,,no associated pathway,P31433
Carbohydrate transport and metabolism,METABOLISM,G,Alpha-xylosidase,yicI,5975.0,carbohydrate metabolic process,P31434
Nucleotide transport and metabolism,METABOLISM,F,Adenine deaminase,ade,6146.0,adenine catabolic process,P31441
Nucleotide transport and metabolism,METABOLISM,F,Adenine deaminase,ade,46101.0,hypoxanthine biosynthetic process,P31441
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Uncharacterized protein YidR,yidR,46397.0,galacturonate catabolic process,P31455
Carbohydrate transport and metabolism,METABOLISM,G,2-dehydro-3-deoxygalactonokinase,dgoK,34194.0,D-galactonate catabolic process,P31459
Transcription,INFORMATION STORAGE AND PROCESSING,K,Galactonate operon transcriptional repressor,dgoR,6355.0,"regulation of transcription, DNA-templated",P31460
General function prediction only,POORLY CHARACTERIZED,R,Probable adenine permease PurP,adeP,15853.0,adenine transport,P31466
General function prediction only,POORLY CHARACTERIZED,R,Phosphatase YieH,yieH,,no associated pathway,P31467
General function prediction only,POORLY CHARACTERIZED,R,ATPase ravA,ravA,,no associated pathway,P31473
Transcription,INFORMATION STORAGE AND PROCESSING,K,Uncharacterized HTH-type transcriptional regulator yieP,yieP,,no associated pathway,P31475
,,-,Peroxidase ycdB,ycdB,6974.0,cellular response to DNA damage stimulus,P31545
,,-,Peroxidase ycdB,ycdB,33212.0,iron import into cell,P31545
Inorganic ion transport and metabolism,METABOLISM,P,D-methionine transport system permease protein metI,metI,48473.0,D-methionine transport,P31547
Coenzyme transport and metabolism,METABOLISM,H,Thiamine-binding periplasmic protein,thiB,15888.0,thiamine transport,P31550
Coenzyme transport and metabolism,METABOLISM,H,Thiamine-binding periplasmic protein,thiB,55085.0,transmembrane transport,P31550
Lipid transport and metabolism,METABOLISM,I,Carnitinyl-CoA dehydratase,caiD,42413.0,carnitine catabolic process,P31551
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,LPS-assembly protein lptD,lptD,43165.0,Gram-negative-bacterium-type cell outer membrane assembly,P31554
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,LPS-assembly protein lptD,lptD,15920.0,lipopolysaccharide transport,P31554
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,LPS-assembly protein lptD,lptD,10033.0,response to organic substance,P31554
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Bacteriophage N4 adsorption protein A,nfrA,,no associated pathway,P31600
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,6281.0,DNA repair,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,106044.0,guanine deglycation,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,19243.0,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,36525.0,protein deglycation,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,30091.0,protein repair,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,10447.0,response to acidic pH,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,51595.0,response to methylglyoxal,P31658
General function prediction only,POORLY CHARACTERIZED,R,Chaperone protein hchA,hchA,42245.0,RNA repair,P31658
Energy production and conversion,METABOLISM,C,2-methylcitrate synthase,prpC,5975.0,carbohydrate metabolic process,P31660
Energy production and conversion,METABOLISM,C,2-methylcitrate synthase,prpC,19679.0,"propionate metabolic process, methylcitrate cycle",P31660
Energy production and conversion,METABOLISM,C,2-methylcitrate synthase,prpC,6099.0,tricarboxylic acid cycle,P31660
Coenzyme transport and metabolism,METABOLISM,H,Pantothenate synthetase,panC,33317.0,pantothenate biosynthetic process from valine,P31663
Carbohydrate transport and metabolism,METABOLISM,G,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",otsA,6974.0,cellular response to DNA damage stimulus,P31677
Carbohydrate transport and metabolism,METABOLISM,G,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",otsA,6970.0,response to osmotic stress,P31677
Carbohydrate transport and metabolism,METABOLISM,G,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",otsA,5992.0,trehalose biosynthetic process,P31677
Carbohydrate transport and metabolism,METABOLISM,G,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",otsA,70415.0,trehalose metabolism in response to cold stress,P31677
Carbohydrate transport and metabolism,METABOLISM,G,Trehalose-phosphate phosphatase,otsB,6970.0,response to osmotic stress,P31678
Carbohydrate transport and metabolism,METABOLISM,G,Trehalose-phosphate phosphatase,otsB,5992.0,trehalose biosynthetic process,P31678
Carbohydrate transport and metabolism,METABOLISM,G,Trehalose-phosphate phosphatase,otsB,70415.0,trehalose metabolism in response to cold stress,P31678
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,DnaJ-like protein djlA,djlA,,no associated pathway,P31680
Cell motility,CELLULAR PROCESSES AND SIGNALING,NU,Chaperone protein fimC,fimC,71555.0,cell wall organization,P31697
Cell motility,CELLULAR PROCESSES AND SIGNALING,NU,Chaperone protein fimC,fimC,61077.0,chaperone-mediated protein folding,P31697
Cell motility,CELLULAR PROCESSES AND SIGNALING,NU,Chaperone protein fimC,fimC,43711.0,pilus organization,P31697
Inorganic ion transport and metabolism,METABOLISM,P,Calcium/proton antiporter,chaA,30007.0,cellular potassium ion homeostasis,P31801
Inorganic ion transport and metabolism,METABOLISM,P,Calcium/proton antiporter,chaA,6883.0,cellular sodium ion homeostasis,P31801
Inorganic ion transport and metabolism,METABOLISM,P,Calcium/proton antiporter,chaA,6814.0,sodium ion transport,P31801
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Nitrate/nitrite response regulator protein narP,narP,42128.0,nitrate assimilation,P31802
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Nitrate/nitrite response regulator protein narP,narP,160.0,phosphorelay signal transduction system,P31802
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,TK,Nitrate/nitrite response regulator protein narP,narP,6355.0,"regulation of transcription, DNA-templated",P31802
Carbohydrate transport and metabolism,METABOLISM,G,Uncharacterized protein yjeF,nnr,110051.0,metabolite repair,P31806
Carbohydrate transport and metabolism,METABOLISM,G,Uncharacterized protein yjeF,nnr,46496.0,nicotinamide nucleotide metabolic process,P31806
Lipid transport and metabolism,METABOLISM,IQR,Uncharacterized oxidoreductase yciK,yciK,,no associated pathway,P31808
General function prediction only,POORLY CHARACTERIZED,R,tRNA (adenine-N(6)-)-methyltransferase,yfiC,30488.0,tRNA methylation,P31825
Inorganic ion transport and metabolism,METABOLISM,P,Uncharacterized protein yddB,yddB,,no associated pathway,P31827
General function prediction only,POORLY CHARACTERIZED,R,Probable zinc protease pqqL,pqqL,,no associated pathway,P31828
Energy production and conversion,METABOLISM,C,NADH-quinone oxidoreductase subunit F,nuoF,9060.0,aerobic respiration,P31979
Energy production and conversion,METABOLISM,C,NADH-quinone oxidoreductase subunit F,nuoF,45333.0,cellular respiration,P31979
General function prediction only,POORLY CHARACTERIZED,R,Tautomerase pptA,pptA,6725.0,cellular aromatic compound metabolic process,P31992
Coenzyme transport and metabolism,METABOLISM,H,Lipoate-protein ligase A,lplA,9249.0,protein lipoylation,P32099
Coenzyme transport and metabolism,METABOLISM,H,Molybdopterin-guanine dinucleotide biosynthesis protein B,mobB,6777.0,Mo-molybdopterin cofactor biosynthetic process,P32125
Coenzyme transport and metabolism,METABOLISM,H,Oxygen-independent coproporphyrinogen-III oxidase,hemN,6782.0,protoporphyrinogen IX biosynthetic process,P32131
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,GTP-binding protein typA/BipA,typA,9409.0,response to cold,P32132
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,GTP-binding protein typA/BipA,typA,9408.0,response to heat,P32132
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,GTP-binding protein typA/BipA,typA,27.0,ribosomal large subunit assembly,P32132
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,GTP-binding protein typA/BipA,typA,6412.0,translation,P32132
Carbohydrate transport and metabolism,METABOLISM,G,Uncharacterized protein yihM,yihM,,no associated pathway,P32134
Carbohydrate transport and metabolism,METABOLISM,G,Uncharacterized aldolase yihT,yihT,1902777.0,6-sulfoquinovose(1-) catabolic process,P32141
Carbohydrate transport and metabolism,METABOLISM,G,Uncharacterized aldolase yihT,yihT,61720.0,6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde,P32141
Transcription,INFORMATION STORAGE AND PROCESSING,KG,Uncharacterized HTH-type transcriptional regulator yihW,yihW,2000143.0,"negative regulation of DNA-templated transcription, initiation",P32144
Transcription,INFORMATION STORAGE AND PROCESSING,KG,Uncharacterized HTH-type transcriptional regulator yihW,yihW,6351.0,"transcription, DNA-templated",P32144
Function unknown,POORLY CHARACTERIZED,S,Protein yiiM,yiiM,9636.0,response to toxic substance,P32157
Function unknown,POORLY CHARACTERIZED,S,Protein yiiM,yiiM,9407.0,toxin catabolic process,P32157
,,-,Uncharacterized protein yiiQ,yiiQ,,no associated pathway,P32160
Function unknown,POORLY CHARACTERIZED,S,UPF0381 protein yiiS,yiiS,,no associated pathway,P32162
Coenzyme transport and metabolism,METABOLISM,H,Molybdopterin-guanine dinucleotide biosynthesis protein A,mobA,1902758.0,bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process,P32173
Energy production and conversion,METABOLISM,C,Formate dehydrogenase-O major subunit,fdoG,9061.0,anaerobic respiration,P32176
Energy production and conversion,METABOLISM,C,Formate dehydrogenase-O major subunit,fdoG,45333.0,cellular respiration,P32176
Energy production and conversion,METABOLISM,C,Formate dehydrogenase-O major subunit,fdoG,6974.0,cellular response to DNA damage stimulus,P32176
Energy production and conversion,METABOLISM,C,Formate dehydrogenase-O major subunit,fdoG,15944.0,formate oxidation,P32176
Energy production and conversion,METABOLISM,C,Protein FdhD,fdhD,6777.0,Mo-molybdopterin cofactor biosynthetic process,P32177
Energy production and conversion,METABOLISM,C,Protein FdhD,fdhD,43085.0,positive regulation of catalytic activity,P32177
General function prediction only,POORLY CHARACTERIZED,R,Phosphoglycolate phosphatase,gph,5975.0,carbohydrate metabolic process,P32662
General function prediction only,POORLY CHARACTERIZED,R,Phosphoglycolate phosphatase,gph,16311.0,dephosphorylation,P32662
General function prediction only,POORLY CHARACTERIZED,R,Phosphoglycolate phosphatase,gph,6281.0,DNA repair,P32662
General function prediction only,POORLY CHARACTERIZED,R,Phosphoglycolate phosphatase,gph,46295.0,glycolate biosynthetic process,P32662
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,NADH pyrophosphatase,nudC,48255.0,mRNA stabilization,P32664
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,NADH pyrophosphatase,nudC,110155.0,NAD-cap decapping,P32664
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,NADH pyrophosphatase,nudC,19677.0,NAD catabolic process,P32664
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,NADH pyrophosphatase,nudC,6734.0,NADH metabolic process,P32664
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,NADH pyrophosphatase,nudC,6742.0,NADP catabolic process,P32664
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Uncharacterized HTH-type transcriptional regulator yijO,yijO,6351.0,"transcription, DNA-templated",P32677
Function unknown,POORLY CHARACTERIZED,S,Uncharacterized protein yjaG,yjaG,,no associated pathway,P32680
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal large subunit pseudouridine synthase F,rluF,455.0,enzyme-directed rRNA pseudouridine synthesis,P32684
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal large subunit pseudouridine synthase F,rluF,31119.0,tRNA pseudouridine synthesis,P32684
,,-,Uncharacterized protein yjbD,yjbD,,no associated pathway,P32685
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,tRNA-dihydrouridine synthase A,dusA,,no associated pathway,P32695
Inorganic ion transport and metabolism,METABOLISM,P,Uncharacterized (+)/H(+) exchanger yjcE,yjcE,71805.0,potassium ion transmembrane transport,P32703
Inorganic ion transport and metabolism,METABOLISM,P,Uncharacterized (+)/H(+) exchanger yjcE,yjcE,51453.0,regulation of intracellular pH,P32703
Inorganic ion transport and metabolism,METABOLISM,P,Uncharacterized (+)/H(+) exchanger yjcE,yjcE,98719.0,sodium ion import across plasma membrane,P32703
General function prediction only,POORLY CHARACTERIZED,R,Cation/acetate symporter ActP,actP,6847.0,plasma membrane acetate transport,P32705
General function prediction only,POORLY CHARACTERIZED,R,Cation/acetate symporter ActP,actP,6814.0,sodium ion transport,P32705
General function prediction only,POORLY CHARACTERIZED,R,Cation/acetate symporter ActP,actP,15710.0,tellurite transport,P32705
,,-,DNA gyrase inhibitory protein,gyrI,6974.0,cellular response to DNA damage stimulus,P33012
,,-,DNA gyrase inhibitory protein,gyrI,2000104.0,negative regulation of DNA-dependent DNA replication,P33012
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,UPF0033 protein yeeD,yeeD,,no associated pathway,P33014
General function prediction only,POORLY CHARACTERIZED,R,UPF0394 inner membrane protein yeeE,yeeE,,no associated pathway,P33015
General function prediction only,POORLY CHARACTERIZED,R,S-formylglutathione hydrolase yeiG,yeiG,46294.0,formaldehyde catabolic process,P33018
General function prediction only,POORLY CHARACTERIZED,R,S-formylglutathione hydrolase yeiG,yeiG,51289.0,protein homotetramerization,P33018
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,Q,Pseudouridine-5'-phosphate glycosidase,psuG,46113.0,nucleobase catabolic process,P33025
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,Q,Pseudouridine-5'-phosphate glycosidase,psuG,70207.0,protein homotrimerization,P33025
Carbohydrate transport and metabolism,METABOLISM,G,Uncharacterized oxidoreductase yeiQ,yeiQ,19594.0,mannitol metabolic process,P33029
General function prediction only,POORLY CHARACTERIZED,R,Uncharacterized protein YeiR,yeiR,,no associated pathway,P33030
,,-,Glucans biosynthesis protein G,mdoG,51274.0,beta-glucan biosynthetic process,P33136
,,-,Glucans biosynthesis protein G,mdoG,6970.0,response to osmotic stress,P33136
Amino acid transport and metabolism,METABOLISM,E,Glycine dehydrogenase [decarboxylating],gcvP,19464.0,glycine decarboxylation via glycine cleavage system,P33195
Function unknown,POORLY CHARACTERIZED,S,Inner membrane protein yebE,yebE,,no associated pathway,P33218
,,-,Protein yebF,yebF,,no associated pathway,P33219
Nucleotide transport and metabolism,METABOLISM,F,Phosphoribosylglycinamide formyltransferase 2,purT,6189.0,'de novo' IMP biosynthetic process,P33221
Lipid transport and metabolism,METABOLISM,I,Putative acyl-CoA dehydrogenase AidB,aidB,6974.0,cellular response to DNA damage stimulus,P33224
Lipid transport and metabolism,METABOLISM,I,Putative acyl-CoA dehydrogenase AidB,aidB,45892.0,"negative regulation of transcription, DNA-templated",P33224
Energy production and conversion,METABOLISM,C,L-lactate dehydrogenase [cytochrome],lldD,9060.0,aerobic respiration,P33232
Energy production and conversion,METABOLISM,C,L-lactate dehydrogenase [cytochrome],lldD,19516.0,lactate oxidation,P33232
Energy production and conversion,METABOLISM,C,L-lactate dehydrogenase [cytochrome],lldD,42355.0,L-fucose catabolic process,P33232
Function unknown,POORLY CHARACTERIZED,S,Uncharacterized protein yehS,yehS,,no associated pathway,P33355
Amino acid transport and metabolism,METABOLISM,E,Putative osmoprotectant uptake system ATP-binding protein YehX,yehX,6865.0,amino acid transport,P33360
Amino acid transport and metabolism,METABOLISM,E,Putative osmoprotectant uptake system ATP-binding protein YehX,yehX,31460.0,glycine betaine transport,P33360
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Putative osmoprotectant uptake system substrate-binding protein osmF,osmF,6865.0,amino acid transport,P33362
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Putative osmoprotectant uptake system substrate-binding protein osmF,osmF,71474.0,cellular hyperosmotic response,P33362
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Putative osmoprotectant uptake system substrate-binding protein osmF,osmF,31460.0,glycine betaine transport,P33362
Carbohydrate transport and metabolism,METABOLISM,G,Periplasmic beta-glucosidase,bglX,5975.0,carbohydrate metabolic process,P33363
Lipid transport and metabolism,METABOLISM,IQR,Uncharacterized oxidoreductase yohF,yohF,,no associated pathway,P33368
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,tRNA-dihydrouridine synthase C,dusC,2943.0,tRNA dihydrouridine synthesis,P33371
Carbohydrate transport and metabolism,METABOLISM,G,Transketolase 2,tktB,6098.0,pentose-phosphate shunt,P33570
Amino acid transport and metabolism,METABOLISM,E,Nickel-binding periplasmic protein,nikA,50919.0,negative chemotaxis,P33590
Amino acid transport and metabolism,METABOLISM,E,Nickel-binding periplasmic protein,nikA,15675.0,nickel cation transport,P33590
Energy production and conversion,METABOLISM,C,NADH-quinone oxidoreductase subunit C/D,nuoC,,no associated pathway,P33599
Energy production and conversion,METABOLISM,C,NADH-quinone oxidoreductase subunit G,nuoG,9060.0,aerobic respiration,P33602
