cog_class,cog_class_letter,cog_desc,desc,gene,process,uniprot
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Fe/S biogenesis protein nfuA ,nfuA,Stress response,P63020
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",23S rRNA (guanosine-2'-O-)-methyltransferase RlmB ,rlmB,rRNA processing,P63177
Not Assigned,Not Assigned,Not Assigned,Phosphoheptose isomerase ,gmhA,Carbohydrate metabolism,P63224
Not Assigned,Not Assigned,Not Assigned,Phosphoheptose isomerase ,gmhA,Lipopolysaccharide biosynthesis,P63224
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"D,D-heptose 1,7-bisphosphate phosphatase ",gmhB,Carbohydrate metabolism,P63228
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"D,D-heptose 1,7-bisphosphate phosphatase ",gmhB,Lipopolysaccharide biosynthesis,P63228
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Probable glutamate/gamma-aminobutyrate antiporter ,gadC,Amino-acid transport,P63235
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Probable glutamate/gamma-aminobutyrate antiporter ,gadC,Antiport,P63235
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Probable glutamate/gamma-aminobutyrate antiporter ,gadC,Transport,P63235
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Chaperone protein ClpB ,clpB,Stress response,P63284
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Inner membrane transport protein YqeG ,yqeG,Transport,P63340
Metabolism,"Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism",Probable phospholipid import ATP-binding protein MlaF ,mlaF,Transport,P63386
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized ABC transporter ATP-binding protein YheS ,yheS,Transport,P63389
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,N-acetylmuramoyl-L-alanine amidase AmiC ,amiC,Cell wall biogenesis/degradation,P63883
Not Assigned,Not Assigned,Not Assigned,Zinc transport protein ZntB ,zntB,Ion transport,P64423
Not Assigned,Not Assigned,Not Assigned,Zinc transport protein ZntB ,zntB,Transport,P64423
Not Assigned,Not Assigned,Not Assigned,OriC-binding nucleoid-associated protein ,cnu,Transcription,P64467
Not Assigned,Not Assigned,Not Assigned,OriC-binding nucleoid-associated protein ,cnu,Transcription regulation,P64467
Poorly Characterized,Function unknown,Function unknown,Transcriptional repressor rcnR ,rcnR,Transcription,P64530
Poorly Characterized,Function unknown,Function unknown,Transcriptional repressor rcnR ,rcnR,Transcription regulation,P64530
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",7-carboxy-7-deazaguanine synthase homolog ,queE,Queuosine biosynthesis,P64554
Information Storage and Processing,Transcription,Transcription,Uncharacterized protein yqjI ,yqjI,Transcription,P64588
Information Storage and Processing,Transcription,Transcription,Uncharacterized protein yqjI ,yqjI,Transcription regulation,P64588
Poorly Characterized,General function prediction only,General function prediction only,Probable phospholipid ABC transporter-binding protein mlaB ,mlaB,Transport,P64602
Metabolism,"Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism",Probable phospholipid ABC transporter-binding protein mlaD ,mlaD,Transport,P64604
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized protein YhcM ,zapE,Cell cycle,P64612
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized protein YhcM ,zapE,Cell division,P64612
Metabolism,Energy production and conversion,Energy production and conversion,Uncharacterized protein yqcA ,yqcA,Electron transport,P65367
Metabolism,Energy production and conversion,Energy production and conversion,Uncharacterized protein yqcA ,yqcA,Transport,P65367
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,"6-carboxy-5,6,7,8-tetrahydropterin synthase ",queD,Queuosine biosynthesis,P65870
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,DnaA initiator-associating protein diaA ,diaA,DNA replication,P66817
Poorly Characterized,General function prediction only,General function prediction only,Ribosomal RNA small subunit methyltransferase I ,rsmI,rRNA processing,P67087
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator yhaJ ,yhaJ,Transcription,P67660
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator yhaJ ,yhaJ,Transcription regulation,P67660
Poorly Characterized,Function unknown,Function unknown,Antitoxin HicB ,hicB,Stress response,P67697
Poorly Characterized,Function unknown,Function unknown,Antitoxin HicB ,hicB,Transcription,P67697
Poorly Characterized,Function unknown,Function unknown,Antitoxin HicB ,hicB,Transcription regulation,P67697
Poorly Characterized,Function unknown,Function unknown,Antitoxin HicB ,hicB,Toxin-antitoxin system,P67697
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized HTH-type transcriptional regulator YddM ,yddM,Transcription,P67699
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized HTH-type transcriptional regulator YddM ,yddM,Transcription regulation,P67699
Not Assigned,Not Assigned,Not Assigned,ADP-L-glycero-D-manno-heptose-6-epimerase ,hldD,Carbohydrate metabolism,P67910
Not Assigned,Not Assigned,Not Assigned,ADP-L-glycero-D-manno-heptose-6-epimerase ,hldD,Stress response,P67910
Not Assigned,Not Assigned,Not Assigned,ADP-L-glycero-D-manno-heptose-6-epimerase ,hldD,Lipopolysaccharide biosynthesis,P67910
Not Assigned,Not Assigned,Not Assigned,Autonomous glycyl radical cofactor ,grcA,Stress response,P68066
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Maltose/maltodextrin import ATP-binding protein MalK ,malK,Sugar transport,P68187
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Maltose/maltodextrin import ATP-binding protein MalK ,malK,Transport,P68187
Not Assigned,Not Assigned,Not Assigned,UPF0341 protein yhiQ ,rsmJ,rRNA processing,P68567
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Glutaredoxin-1 ,grxA,Deoxyribonucleotide synthesis,P68688
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Glutaredoxin-1 ,grxA,Electron transport,P68688
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Glutaredoxin-1 ,grxA,Transport,P68688
Metabolism,Energy production and conversion,Energy production and conversion,ATP synthase subunit c ,atpE,ATP synthesis,P68699
Metabolism,Energy production and conversion,Energy production and conversion,ATP synthase subunit c ,atpE,Hydrogen ion transport,P68699
Metabolism,Energy production and conversion,Energy production and conversion,ATP synthase subunit c ,atpE,Ion transport,P68699
Metabolism,Energy production and conversion,Energy production and conversion,ATP synthase subunit c ,atpE,Transport,P68699
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Endonuclease V ,nfi,DNA damage,P68739
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Endonuclease V ,nfi,DNA repair,P68739
Metabolism,Energy production and conversion,Energy production and conversion,Succinate dehydrogenase cytochrome b556 subunit ,sdhC,Electron transport,P69054
Metabolism,Energy production and conversion,Energy production and conversion,Succinate dehydrogenase cytochrome b556 subunit ,sdhC,Transport,P69054
Metabolism,Energy production and conversion,Energy production and conversion,Succinate dehydrogenase cytochrome b556 subunit ,sdhC,Tricarboxylic acid cycle,P69054
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Translation initiation factor IF-1 ,infA,Protein biosynthesis,P69222
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein BaeR ,baeR,Stress response,P69228
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein BaeR ,baeR,Transcription,P69228
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein BaeR ,baeR,Transcription regulation,P69228
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein BaeR ,baeR,Two-component regulatory system,P69228
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Antitoxin YefM ,yefM,Transcription,P69346
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Antitoxin YefM ,yefM,Transcription regulation,P69346
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Antitoxin YefM ,yefM,Toxin-antitoxin system,P69346
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Capsular synthesis regulator component B ,rcsB,Transcription,P69407
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Capsular synthesis regulator component B ,rcsB,Transcription regulation,P69407
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Capsular synthesis regulator component B ,rcsB,Two-component regulatory system,P69407
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Capsular synthesis regulator component B ,rcsB,Capsule biogenesis/degradation,P69407
Not Assigned,Not Assigned,Not Assigned,Protein rcsF ,rcsF,Capsule biogenesis/degradation,P69411
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatC ,tatC,Protein transport,P69423
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatC ,tatC,Translocation,P69423
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatC ,tatC,Transport,P69423
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatB ,tatB,Protein transport,P69425
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatB ,tatB,Translocation,P69425
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatB ,tatB,Transport,P69425
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatA ,tatA,Protein transport,P69428
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatA ,tatA,Translocation,P69428
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Sec-independent protein translocase protein tatA ,tatA,Transport,P69428
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Adenylate kinase ,adk,Nucleotide biosynthesis,P69441
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Long-chain-fatty-acid--CoA ligase ,fadD,Fatty acid metabolism,P69451
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Long-chain-fatty-acid--CoA ligase ,fadD,Lipid metabolism,P69451
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Adenine phosphoribosyltransferase ,apt,Purine salvage,P69503
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Iron-sulfur cluster repair protein YtfE ,ytfE,Stress response,P69506
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ammonia channel ,amtB,Transport,P69681
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ammonia channel ,amtB,Ammonia transport,P69681
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glucose-specific phosphotransferase enzyme IIA component ,crr,Phosphotransferase system,P69783
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glucose-specific phosphotransferase enzyme IIA component ,crr,Sugar transport,P69783
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glucose-specific phosphotransferase enzyme IIA component ,crr,Transport,P69783
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,PTS system glucose-specific EIICB component ,ptsG,Phosphotransferase system,P69786
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,PTS system glucose-specific EIICB component ,ptsG,Sugar transport,P69786
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,PTS system glucose-specific EIICB component ,ptsG,Transport,P69786
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component ",chbB,Phosphotransferase system,P69795
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component ",chbB,Sugar transport,P69795
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component ",chbB,Transport,P69795
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,PTS system mannose-specific EIIAB component ,manX,Phosphotransferase system,P69797
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,PTS system mannose-specific EIIAB component ,manX,Sugar transport,P69797
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,PTS system mannose-specific EIIAB component ,manX,Transport,P69797
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Mannose permease IIC component ,manY,Phosphotransferase system,P69801
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Mannose permease IIC component ,manY,Sugar transport,P69801
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Mannose permease IIC component ,manY,Transport,P69801
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Mannose permease IID component ,manZ,Phosphotransferase system,P69805
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Mannose permease IID component ,manZ,Sugar transport,P69805
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Mannose permease IID component ,manZ,Transport,P69805
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Multiphosphoryl transfer protein ,fruB,Phosphotransferase system,P69811
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Multiphosphoryl transfer protein ,fruB,Sugar transport,P69811
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Multiphosphoryl transfer protein ,fruB,Transport,P69811
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol-specific phosphotransferase enzyme IIA component ,gatA,Galactitol metabolism,P69828
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol-specific phosphotransferase enzyme IIA component ,gatA,Phosphotransferase system,P69828
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol-specific phosphotransferase enzyme IIA component ,gatA,Sugar transport,P69828
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol-specific phosphotransferase enzyme IIA component ,gatA,Transport,P69828
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol permease IIC component ,gatC,Galactitol metabolism,P69831
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol permease IIC component ,gatC,Phosphotransferase system,P69831
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol permease IIC component ,gatC,Sugar transport,P69831
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Galactitol permease IIC component ,gatC,Transport,P69831
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Spermidine/putrescine import ATP-binding protein PotA ,potA,Transport,P69874
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Carbon storage regulator ,csrA,Translation regulation,P69913
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,L-fucose isomerase ,fucI,Carbohydrate metabolism,P69922
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,L-fucose isomerase ,fucI,Fucose metabolism,P69922
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Ribonucleoside-diphosphate reductase 1 subunit beta ,nrdB,DNA replication,P69924
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Putative prophage CP4-6 integrase ,intF,DNA integration,P71298
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Putative prophage CP4-6 integrase ,intF,DNA recombination,P71298
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Putative prophage CP4-6 integrase ,intF,Virus entry into host cell,P71298
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Putative prophage CP4-6 integrase ,intF,Viral genome integration,P71298
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized protein ylbA ,ylbA,Purine metabolism,P75713
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase ",ubiF,Ubiquinone biosynthesis,P75728
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Catecholate siderophore receptor fiu ,fiu,Ion transport,P75780
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Catecholate siderophore receptor fiu ,fiu,Iron transport,P75780
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Catecholate siderophore receptor fiu ,fiu,Transport,P75780
Poorly Characterized,General function prediction only,General function prediction only,Ribosomal RNA large subunit methyltransferase F ,rlmF,rRNA processing,P75782
Poorly Characterized,General function prediction only,General function prediction only,Glutathione import ATP-binding protein GsiA ,gsiA,Transport,P75796
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glutathione transport system permease protein gsiC ,gsiC,Transport,P75798
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,N-acetylmuramoyl-L-alanine amidase AmiD ,amiD,Cell wall biogenesis/degradation,P75820
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Macrolide-specific efflux protein macA ,macA,Antibiotic resistance,P75830
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Macrolide-specific efflux protein macA ,macA,Transport,P75830
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized protein ycbL ,ycbL,Detoxification,P75849
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Ribosomal RNA large subunit methyltransferase L ,rlmL,rRNA processing,P75864
Poorly Characterized,General function prediction only,General function prediction only,Ribosomal RNA large subunit methyltransferase I ,rlmI,rRNA processing,P75876
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ycfQ ,comR,Transcription,P75952
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ycfQ ,comR,Transcription regulation,P75952
Poorly Characterized,Function unknown,Function unknown,"Probable L,D-transpeptidase YcfS ",ycfS,Cell shape,P75954
Poorly Characterized,Function unknown,Function unknown,"Probable L,D-transpeptidase YcfS ",ycfS,Peptidoglycan synthesis,P75954
Poorly Characterized,Function unknown,Function unknown,"Probable L,D-transpeptidase YcfS ",ycfS,Cell wall biogenesis/degradation,P75954
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Lipoprotein-releasing system ATP-binding protein LolD ,lolD,Transport,P75957
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Lipoprotein-releasing system transmembrane protein lolE ,lolE,Transport,P75958
Information Storage and Processing,Transcription,Transcription,N-acetyl-D-glucosamine kinase ,nagK,Carbohydrate metabolism,P75959
Information Storage and Processing,Transcription,Transcription,Putative lambdoid prophage e14 repressor protein C2 ,cohE,Transcription,P75974
Information Storage and Processing,Transcription,Transcription,Putative lambdoid prophage e14 repressor protein C2 ,cohE,Transcription regulation,P75974
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional repressor YcgE ,ycgE,Transcription,P75989
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional repressor YcgE ,ycgE,Transcription regulation,P75989
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Cell volume regulation protein A ,cvrA,Antiport,P76007
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Cell volume regulation protein A ,cvrA,Ion transport,P76007
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Cell volume regulation protein A ,cvrA,Potassium transport,P76007
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Cell volume regulation protein A ,cvrA,Transport,P76007
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Murein tetrapeptide carboxypeptidase ,ldcA,Cell shape,P76008
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Murein tetrapeptide carboxypeptidase ,ldcA,Peptidoglycan synthesis,P76008
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Murein tetrapeptide carboxypeptidase ,ldcA,Cell wall biogenesis/degradation,P76008
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL ",dhaL,Glycerol metabolism,P76014
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK ",dhaK,Glycerol metabolism,P76015
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport ATP-binding protein OppD ,oppD,Peptide transport,P76027
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport ATP-binding protein OppD ,oppD,Protein transport,P76027
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport ATP-binding protein OppD ,oppD,Transport,P76027
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator yciT ,yciT,Transcription,P76034
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator yciT ,yciT,Transcription regulation,P76034
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",tRNA 2-thiocytidine biosynthesis protein TtcA ,ttcA,tRNA processing,P76055
Not Assigned,Not Assigned,Not Assigned,Rac prophage repressor ,racR,Transcription,P76062
Not Assigned,Not Assigned,Not Assigned,Rac prophage repressor ,racR,Transcription regulation,P76062
Metabolism,Energy production and conversion,Energy production and conversion,Probable phenylacetic acid degradation NADH oxidoreductase paaE ,paaE,Electron transport,P76081
Metabolism,Energy production and conversion,Energy production and conversion,Probable phenylacetic acid degradation NADH oxidoreductase paaE ,paaE,Transport,P76081
Information Storage and Processing,Transcription,Transcription,Phenylacetic acid degradation operon negative regulatory protein paaX ,paaX,Transcription,P76086
Information Storage and Processing,Transcription,Transcription,Phenylacetic acid degradation operon negative regulatory protein paaX ,paaX,Transcription regulation,P76086
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Putative ABC transporter periplasmic-binding protein ydcS ,ydcS,PHB biosynthesis,P76108
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Putative ABC transporter periplasmic-binding protein ydcS ,ydcS,Transport,P76108
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"Probable D,D-dipeptide-binding periplasmic protein ddpA ",ddpA,Peptide transport,P76128
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"Probable D,D-dipeptide-binding periplasmic protein ddpA ",ddpA,Protein transport,P76128
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"Probable D,D-dipeptide-binding periplasmic protein ddpA ",ddpA,Transport,P76128
Poorly Characterized,Function unknown,Function unknown,"Probable L,D-transpeptidase YnhG ",ynhG,Cell shape,P76193
Poorly Characterized,Function unknown,Function unknown,"Probable L,D-transpeptidase YnhG ",ynhG,Peptidoglycan synthesis,P76193
Poorly Characterized,Function unknown,Function unknown,"Probable L,D-transpeptidase YnhG ",ynhG,Cell wall biogenesis/degradation,P76193
Metabolism,Energy production and conversion,Energy production and conversion,N-succinylglutamate 5-semialdehyde dehydrogenase ,astD,Arginine metabolism,P76217
Metabolism,Energy production and conversion,Energy production and conversion,N-succinylglutamate 5-semialdehyde dehydrogenase ,astD,Stress response,P76217
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",M22 peptidase homolog yeaZ ,tsaB,tRNA processing,P76256
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator kdgR ,kdgR,Transcription,P76268
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator kdgR ,kdgR,Transcription regulation,P76268
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Ribosomal RNA small subunit methyltransferase F ,rsmF,rRNA processing,P76273
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,tRNA (mo5U34)-methyltransferase ,cmoB,tRNA processing,P76291
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,D-cysteine desulfhydrase ,dcyD,Stress response,P76316
Poorly Characterized,Function unknown,Function unknown,Uncharacterized protein yedK ,yedK,DNA damage,P76318
Poorly Characterized,Function unknown,Function unknown,Uncharacterized protein yedK ,yedK,SOS response,P76318
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Probable diguanylate cyclase YedQ ,yedQ,Cellulose biosynthesis,P76330
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Putative sensor-like histidine kinase yedV ,yedV,Two-component regulatory system,P76339
Poorly Characterized,General function prediction only,General function prediction only,5-hydroxyisourate hydrolase ,hiuH,Purine metabolism,P76341
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Shikimate transporter ,shiA,Symport,P76350
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Shikimate transporter ,shiA,Transport,P76350
Not Assigned,Not Assigned,Not Assigned,Chain length determinant protein ,wzzB,Lipopolysaccharide biosynthesis,P76372
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Tyrosine-protein kinase wzc ,wzc,Exopolysaccharide synthesis,P76387
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Multidrug resistance protein mdtA ,mdtA,Transport,P76397
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Multidrug resistance protein MdtB ,mdtB,Transport,P76398
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Lipid kinase YegS ,yegS,Lipid metabolism,P76407
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Lipid kinase YegS ,yegS,Lipid biosynthesis,P76407
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Lipid kinase YegS ,yegS,Phospholipid biosynthesis,P76407
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Lipid kinase YegS ,yegS,Phospholipid metabolism,P76407
Not Assigned,Not Assigned,Not Assigned,Inner membrane protein yeiU ,yeiU,Lipopolysaccharide biosynthesis,P76445
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-ketoacyl-CoA thiolase ,fadI,Fatty acid metabolism,P76503
