SwissProt ID,SwissProt accession,Protein description,Observed parent ions,Protein score,Observable peptides,PAI lysate,emPAI,emPAI-derived copy no/cell (see Figure 2),Detection Frequency,Molecular mass (Da),Isoelectric point (pI),GRAVY (Kyte-Doolittle),number of alternating hydrophobic/hydrophilic stretches,CAI,Essentiality,hgt,Expr_value,FunCat (v.1.3) top level classification,FunCat (v.1.3) complete classification,FunCat class description,SCOP Fold,SCOP Family,SCOP Class,SCOP Fold Description,TMHMM 2.0 number of transmembrane segments,PSORT localisation,Experimentally derived localization,Group,Operon,Running Number,ribosomal protein,log copynumber
CREA_ECOLI,P08367,CreA protein,3,145,6,0.5,2.16E+00,4.53E+02,0.004784689,17109,9.62,-0.03,4,0.32,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,,low,creABCD,800,no,2.656098202
PNTB_ECOLI,P07002,NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Pyridine nucleotide transhydrogenase su,2,116,11,0.18,5.20E-01,1.98E+02,0.004784689,48724,6.09,0.6,10,0.41,N,,,"67,63,40,02",63;02.13.03;63.21.07;02;67.15;40;63.21;02.13;02.11.05;02.11;40.02;67;,TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ENERGY; ,c.31,c.31.1;,Alpha and beta proteins (a/b),DHS-like NAD/FAD-binding domain,9,CytoplasmicMembrane,IM,low,pntAB,801,no,2.29666519
QOR_ECOLI,P28304,Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin homolog pro,2,118,16,0.13,3.34E-01,1.53E+02,0.004784689,35173,8.6,-0.06,6,0.32,N,,,2,02;02.11;,ENERGY; ,"b.35,c.2",b.35.1;c.2.1;,"Alpha and beta proteins (a/b),All beta proteins","NAD(P)-binding Rossmann-fold domains,GroES-like",0,Cytoplasmic,,low,,802,no,2.184691431
HAM1_ECOLI,P52061,HAM1 protein homolog,3,144,7,0.43,1.68E+00,3.92E+02,0.009569378,21040,5.14,-0.12,5,,,,,99,99;,UNCLASSIFIED PROTEINS; ,c.51,c.51.4;,Alpha and beta proteins (a/b),Anticodon-binding domain-like,0,Unknown,,low,,803,no,2.593286067
YJHU_ECOLI,P39356,Hypothetical transcriptional regulator yjhU,3,144,13,0.23,7.01E-01,2.36E+02,0.004784689,29123,7.83,0.05,9,0.23,X,,,"63,04",63.03.01;63;04;04.05;04.05.01.04.03;04.05.01;63.03;04.05.01.04;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,,,,,0,Cytoplasmic,,low,,804,no,2.372912003
PITA_ECOLI,P37308,Low-affinity inorganic phosphate transporter 1,2,117,8,0.25,7.78E-01,2.50E+02,0.007177033,53390,10.34,0.52,7,0.38,N,,,"67,40",67.04.07.99;67.04;67.04.07;40;40.30;67;67.04.07.07;,TRANSPORT FACILITATION; SUBCELLULAR LOCALISATION; ,,,,,10,CytoplasmicMembrane,,low,,805,no,2.397940009
YQJH_ECOLI,Q46871,Hypothetical protein yqjH,3,142,7,0.43,1.68E+00,3.92E+02,0.014354067,28873,5.68,-0.44,12,,N,,,"67,63,40",67.04.01;63.17;63;67.04;63.17.09;40;67.04.01.01;40.02;67;,TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,,low,,806,no,2.593286067
NAGD_ECOLI,P15302,NagD protein,3,140,10,0.3,9.95E-01,2.89E+02,0.004784689,27164,5.12,0.11,10,0.39,N,,,1,01;01.05;01.05.01;01.05.01.01;,METABOLISM; ,,,,,0,Unknown,,low,nagBACD,807,no,2.460897843
FRDA_ECOLI,P00363,Fumarate reductase flavoprotein subunit (EC 1.3.99.1),3,139,32,0.09,2.41E-01,1.27E+02,0.009569378,65842,6.25,-0.37,19,0.55,N,,1.33,"63,02",02.13.01;63;02;63.21;02.13;63.21.05;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ,"a.7,c.3,d.168",a.7.3;c.3.1;d.168.1;c.3.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b),All alpha proteins","Spectrin repeat-like,FAD/NAD(P)-binding domain,Succinate dehydrogenase/fumarate reductase catalytic domain",0,Periplasmic,C,low,frdABCD,808,no,2.103803721
YCDX_ECOLI,P75914,Hypothetical protein ycdX precursor,3,138,9,0.33,1.15E+00,3.15E+02,0.004784689,26892,5.85,-0.12,7,,E,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,809,no,2.498310554
THIJ_ECOLI,Q46948,4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis enzyme,3,137,8,0.38,1.37E+00,3.48E+02,0.004784689,20778,5.1,0.32,4,0.4,N,,,"11,06",11.01;06.13;11;06;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN FATE (folding, modification, destination); ",c.23,c.23.16;,Alpha and beta proteins (a/b),Flavodoxin-like,0,Unknown,,low,,810,no,2.541579244
FKBX_ECOLI,P22563,FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8) (PPIase) (Rotamase),3,136,5,0.6,2.98E+00,5.46E+02,0.011164274,15951,4.14,-0.11,9,,N,,,"63,40,06",63;40.03;63.01;40;06;06.01;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",d.26,d.26.1;,Alpha and beta proteins (a+b),FKBP-like,0,Unknown,,low,ribF-ileS-lspA-slpA-lytB,811,no,2.737192643
KTHY_ECOLI,P37345,Thymidylate kinase (EC 2.7.4.9) (dTMP kinase),3,136,13,0.23,7.01E-01,2.36E+02,0.004784689,23784,5.25,-0.2,6,,,,,1,01;01.03;01.03.07.03;01.03.10;01.03.04.03;01.03.04;,METABOLISM; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Cytoplasmic,,low,,812,no,2.372912003
BFR_ECOLI,P11056,Bacterioferritin (BFR) (Cytochrome B-1) (Cytochrome B-557),3,135,10,0.3,9.95E-01,2.89E+02,0.012759171,18496,4.53,-0.47,7,0.33,X,,,"11,63,65",65;63.17;63;11.07.99;63.17.09;11;11.07;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ; ",a.25,a.25.1;,All alpha proteins,Ferritin-like,0,Cytoplasmic,,low,,813,no,2.460897843
ILVD_ECOLI,P05791,Dihydroxy-acid dehydratase (EC 4.2.1.9) (DAD),2,107,24,0.08,2.12E-01,1.17E+02,0.004784689,65402,5.72,-0.14,19,,,,,"01,63",01.01.01;01.01;01;63;01.01.01.15.02;01.01.01.15.04;63.01;01.01.01.15;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,,,,,0,Cytoplasmic,,low,ilvLG_1G_2MEDA,814,no,2.068185862
NUOE_ECOLI,P33601,"NADH-quinone oxidoreductase chain E (EC 1.6.99.5) (NADH dehydrogenase I, chain E) (NDH-1,",3,134,5,0.6,2.98E+00,5.46E+02,0.007974482,18591,5.55,-0.39,6,0.45,X,,,"63,02",63;63.21.07;02;63.21;02.11.05;02.11;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ,,,,,0,Cytoplasmic,IM,low,nuoABCEFGHIJKLMN,815,no,2.737192643
RCSF_ECOLI,P28633,Protein rcsF,3,134,6,0.5,2.16E+00,4.53E+02,0.004784689,14165,9.5,-0.19,9,0.32,N,,,"01,30",01;30.34;30;30.34.03;01.05.01.03.02;01.05;01.05.01;01.05.01.03;,METABOLISM; CONTROL OF CELLULAR ORGANIZATION; ,,,,,0,Unknown,,low,,816,no,2.656098202
MURB_ECOLI,P08373,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158) (UDP-N-acetylmuramate dehydro,3,133,15,0.2,5.85E-01,2.12E+02,0.004784689,37852,6.14,-0.2,12,,,,,"01,63,30",01;63;63.21.07;30;01.05;30.34.07;01.05.01;63.21.05;30.01;30.34;01.05.01.03.02;63.21;01.05.01.03;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CONTROL OF CELLULAR ORGANIZATION; ,"d.146,d.145",d.145.1;d.146.1;,Alpha and beta proteins (a+b),"Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain,FAD-binding domain",0,Unknown,,low,,817,no,2.326335861
YHBY_ECOLI,P42550,UPF0044 protein yhbY,3,133,3,1,9.00E+00,1.04E+03,0.044657097,10785,10.15,-0.18,3,0.37,N,,,99,99;,UNCLASSIFIED PROTEINS; ,d.68,d.68.4;,Alpha and beta proteins (a+b),IF3-like,0,Cytoplasmic,,low,,818,no,3.017033339
GIDB_ECOLI,P17113,Methyltransferase gidB (EC 2.1.-.-) (Glucose inhibited division protein B),3,131,11,0.27,8.74E-01,2.68E+02,0.004784689,23432,6.52,-0.15,5,,,,,"01,03",01.01;01;03;03.03;03.03.03;03.01.03;03.01;,METABOLISM; CELL CYCLE AND DNA PROCESSING; ,c.66,c.66.1;,Alpha and beta proteins (a/b),S-adenosyl-L-methionine-dependent methyltransferases,0,Cytoplasmic,,low,,819,no,2.428134794
DSBG_ECOLI,P77202,Thiol:disulfide interchange protein dsbG precursor,3,129,15,0.2,5.85E-01,2.12E+02,0.004784689,27496,8.58,-0.22,5,,,,,"67,01,40",67.11;01;40.28;01.02;40;67;,TRANSPORT FACILITATION; METABOLISM; SUBCELLULAR LOCALISATION; ,,,,,0,Periplasmic,,low,,820,no,2.326335861
URK_ECOLI,P31218,Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase) (Cytidine monophosphokinase),2,109,12,0.17,4.68E-01,1.86E+02,0.007177033,24354,6.87,-0.26,6,,,,,1,01;01.03;01.03.04;,METABOLISM; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Cytoplasmic,C,low,udk-dcd,821,no,2.269512944
YBAK_ECOLI,P37175,Protein ybaK,3,129,8,0.38,1.37E+00,3.48E+02,0.004784689,17094,9.85,-0.08,5,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,d.116,d.116.1;,Alpha and beta proteins (a+b),Hypothetical protein HI1434 (YbaK homologue),0,Cytoplasmic,,low,,822,no,2.541579244
YIIM_ECOLI,P32157,Hypothetical protein yiiM,3,129,10,0.3,9.95E-01,2.89E+02,0.004784689,25344,5.98,-0.42,7,0.26,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,,low,,823,no,2.460897843
TESA_ECOLI,P29679,Acyl-CoA thioesterase I precursor (EC 3.1.2.-) (Protease I) (Lysophospholipase L1) (EC 3.1,2,103,12,0.17,4.68E-01,1.86E+02,0.004784689,23623,7.85,-0.2,7,0.27,N,,,"01,40",01.06;01.06.04;01;40.28;40;,METABOLISM; SUBCELLULAR LOCALISATION; ,,,,,1,Periplasmic,,low,,824,no,2.269512944
YFFB_ECOLI,P24178,Protein yffB,3,128,3,1,9.00E+00,1.04E+03,0.004784689,13602,6.52,-0.34,2,0.37,E,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,,low,,825,no,3.017033339
DCUP_ECOLI,P29680,Uroporphyrinogen decarboxylase (EC 4.1.1.37) (URO-D) (UPD),3,127,13,0.23,7.01E-01,2.36E+02,0.004784689,39249,6.26,-0.16,10,,,,,1,01.20.19.01;01;01.20.19;01.20;,METABOLISM; ,c.1,c.1.22;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Unknown,C,low,,826,no,2.372912003
YBFF_ECOLI,P75736,Putative esterase/lipase ybfF (EC 3.1.-.-),2,102,13,0.15,4.25E-01,1.76E+02,0.055023923,28438,6.32,-0.21,6,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,C,low,,827,no,2.245512668
MURE_ECOLI,P22188,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (UDP-N-ac",3,125,20,0.15,4.13E-01,1.73E+02,0.006379585,53214,5.58,-0.05,16,,,,,"63,01,40,30,06",01;63.19;63;30;40.03;01.05;01.05.01;06;63.19.03;06.07.02;30.01;06.07;01.05.01.03.02;40;01.05.01.03;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; PROTEIN FATE (folding, modification, destination); ","c.98,c.59,c.72",c.59.1;c.72.2;c.98.1;,Alpha and beta proteins (a/b),"MurF and HprK N-domain-like,MurD-like peptide ligases, peptide-binding domain,Ribokinase-like",0,Cytoplasmic,,low,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ,828,no,2.238046103
YRBB_ECOLI,P45389,Hypothetical protein yrbB,3,125,4,0.75,4.62E+00,7.04E+02,0.006379585,10681,4.59,0.03,2,0.25,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,,low,,829,no,2.847572659
YECO_ECOLI,P76290,Protein yecO,3,124,14,0.21,6.38E-01,2.23E+02,0.004784689,27778,5.41,-0.15,7,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,c.66,c.66.1;,Alpha and beta proteins (a/b),S-adenosyl-L-methionine-dependent methyltransferases,0,Cytoplasmic,C,low,,830,no,2.348304863
YGCF_ECOLI,P55139,Hypothetical protein ygcF,3,124,11,0.27,8.74E-01,2.68E+02,0.004784689,25031,5.98,-0.26,6,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,831,no,2.428134794
LPXD_ECOLI,P21645,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-) (FirA protein) (Ri,3,123,6,0.5,2.16E+00,4.53E+02,0.004784689,35908,6.5,0.12,10,,,,,1,01.06;01;01.06.01;,METABOLISM; ,b.81,b.81.1;b.81.1;b.81.1;b.81.1;,All beta proteins,Single-stranded left-handed beta-helix,0,Cytoplasmic,,low,,832,no,2.656098202
KGTP_ECOLI,P17448,Alpha-ketoglutarate permease,3,122,7,0.43,1.68E+00,3.92E+02,0.009569378,47054,10.19,0.62,7,0.24,N,,,"67,40",67.50;67.50.03;40;40.30;67;67.07;,TRANSPORT FACILITATION; SUBCELLULAR LOCALISATION; ,,,,,12,CytoplasmicMembrane,,low,,833,no,2.593286067
RMA3_ECOLI,P55253,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (dTDP-glucose synthase) (dTDP-gluc,2,101,15,0.13,3.59E-01,1.60E+02,0.004784689,32611,5.14,-0.2,5,,,,,"63,01",01.06;01;63.19;63;01.05.01.03.02;01.05;01.05.01;63.19.03;01.06.01.03;01.06.01;01.05.01.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; ,c.68,c.68.1;c.68.1;c.68.1;,Alpha and beta proteins (a/b),Nucleotide-diphospho-sugar transferases,0,,,low,rfbBDACX,834,no,2.204119983
UCPA_ECOLI,P37440,Oxidoreductase ucpA (EC 1.-.-.-),3,122,14,0.21,6.38E-01,2.23E+02,0.004784689,27851,4.98,0.05,6,,,,,99,99;,UNCLASSIFIED PROTEINS; ,c.2,c.2.1;,Alpha and beta proteins (a/b),NAD(P)-binding Rossmann-fold domains,0,Cytoplasmic,,low,,835,no,2.348304863
YIBL_ECOLI,P36564,Hypothetical protein yibL,3,122,4,0.75,4.62E+00,7.04E+02,0.012759171,13697,10.28,-0.63,2,0.45,X,,,1,01;01.05.01.01.02;01.05;01.05.01;01.05.01.01;,METABOLISM; ,,,,,0,Cytoplasmic,,low,,836,no,2.847572659
CSPD_ECOLI,P24245,Cold shock-like protein cspD (CSP-D),3,121,2,1.5,3.06E+01,2.11E+03,0.015948963,7970,6.23,-0.2,4,0.33,N,,,"63,03,40",63.03.01;03;63;40.03;63.03.03;63.03;03.01.03;40;03.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ,b.40,b.40.4;,All beta proteins,OB-fold,0,Cytoplasmic,,high,,837,no,3.324282455
YEEZ_ECOLI,P76370,Protein yeeZ precursor,3,121,13,0.23,7.01E-01,2.36E+02,0.004784689,29681,5.21,-0.1,8,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,838,no,2.372912003
CSPB_ECOLI,P36995,Cold shock-like protein cspB (CSP-B),3,120,5,0.6,2.98E+00,5.46E+02,0.023923445,7718,7.53,-0.09,2,0.33,N,,,"11,40,05,04",11.01;11.01.06;05;04;05.04;04.05;40.03;04.05.01;04.05.01.04;11;40;,"CELL RESCUE, DEFENSE AND VIRULENCE; SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; TRANSCRIPTION; ",b.40,b.40.4;,All beta proteins,OB-fold,0,Cytoplasmic,,low,,839,no,2.737192643
NUDE_ECOLI,P45799,ADP compounds hydrolase nudE (EC 3.6.1.-),3,119,9,0.33,1.15E+00,3.15E+02,0.006379585,21154,4.67,-0.25,5,,N,,,"63,01,10",01;63.19;01.03;63.17;63;63.03;01.03.10;01.03.01.01;63.19.99;10;01.03.01.01.99;10.01.09;10.01;01.03.01;63.17.07;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM; ,d.113,d.113.1;,Alpha and beta proteins (a+b),Nudix,0,Unknown,C,low,,840,no,2.498310554
THI2_ECOLI,P33636,Thioredoxin 2 (EC 1.8.1.8) (Protein-disulfide reductase) (Disulfide reductase) (Trx2),2,94,7,0.29,9.31E-01,2.78E+02,0.007177033,15556,4.86,-0.2,4,,E,,,"11,63,02",11.01.01;11.01;63.17;63;02;63.17.09;11;02.11;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ",c.47,c.47.1;c.47.1;c.47.1;,Alpha and beta proteins (a/b),Thioredoxin fold,0,Cytoplasmic,C,low,,841,no,2.444044796
YIBF_ECOLI,P32105,Hypothetical GST-like protein yibF,3,119,9,0.33,1.15E+00,3.15E+02,0.004784689,22546,4.93,-0.03,4,,N,,,"01,40",01;01.20.37;40.03;01.20.37.01;40;01.20;,METABOLISM; SUBCELLULAR LOCALISATION; ,c.47,c.47.1;,Alpha and beta proteins (a/b),Thioredoxin fold,0,Cytoplasmic,,low,,842,no,2.498310554
ACFD_ECOLI,Q46837,Putative lipoprotein acfD homolog precursor,3,117,57,0.05,1.29E-01,8.80E+01,0.004784689,167247,4.75,-0.54,51,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,,low,,843,no,1.944482672
MUTS_ECOLI,P23909,DNA mismatch repair protein mutS,2,92,38,0.05,1.29E-01,8.80E+01,0.004784689,95248,5.34,-0.24,24,,,,,"63,03",63.03.01;03;63.19;03.01.05.01;63;63.03;03.01.05;03.01;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; ,"d.75,a.113,c.37,c.55",c.37.1;a.113.1;c.55.6;d.75.2;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b),All alpha proteins","P-loop containing nucleotide triphosphate hydrolases,Ribonuclease H-like motif,MutS N-terminal domain-like,DNA repair protein MutS, domain III",0,Unknown,,low,mutS,844,no,1.944482672
YNJE_ECOLI,P78067,Putative thiosulfate sulfurtransferase ynjE precursor (EC 2.8.1.1),2,88,19,0.11,2.74E-01,1.37E+02,0.004784689,48230,6.66,-0.45,8,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,c.46,c.46.1;,Alpha and beta proteins (a/b),Rhodanese/Cell cycle control phosphatase,0,Unknown,,low,,845,no,2.136720567
DCOR_ECOLI,P21169,"Ornithine decarboxylase, constitutive (EC 4.1.1.17)",2,89,25,0.08,2.02E-01,1.14E+02,0.004784689,79417,5.98,-0.16,18,,,,,"01,63",01.01.01;01;63;01.01.10;01.01.10.01;01.01.01.03;63.21.17;01.01.10.01.03;01.20;01.20.29;01.01;01.01.01.03.02;63.11;63.21;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,"c.67,c.23,d.125",d.125.1;c.23.1;c.67.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Ornithine decarboxylase C-terminal domain,Flavodoxin-like,PLP-dependent transferases",0,Unknown,,low,speC,846,no,2.056904851
USG_ECOLI,P08390,USG-1 protein,3,116,11,0.27,8.74E-01,2.68E+02,0.007974482,36365,4.2,0.06,11,0.44,N*,,,1,01.01.01;01.01;01;01.01.01.07;,METABOLISM; ,,,,,0,Unknown,C,low,pdxB-usg-truA-dedA,847,no,2.428134794
MOAD_ECOLI,P30748,Molybdopterin converting factor subunit 1 (MPT synthase subunit 1) (Molybdopterin synthase,3,115,4,0.75,4.62E+00,7.04E+02,0.004784689,8759,4.23,0.2,1,0.42,N,,,1,01;01.07;01.07.01;,METABOLISM; ,d.15,d.15.3;,Alpha and beta proteins (a+b),beta-Grasp (ubiquitin-like),0,Unknown,,low,moaABCDE,848,no,2.847572659
PHNA_ECOLI,P16680,PhnA protein,3,115,4,0.75,4.62E+00,7.04E+02,0.009569378,12346,4.82,-0.53,4,0.62,N,,1.5,1,01;01.04;,METABOLISM; ,,,,,0,Unknown,C,low,,849,no,2.847572659
YACF_ECOLI,P36680,Hypothetical UPF0289 protein yacF,2,88,9,0.22,6.68E-01,2.29E+02,0.004784689,28293,6.78,-0.16,10,,,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,850,no,2.359835482
AZOR_ECOLI,P41407,FMN-dependent NADH-azoreductase,3,114,9,0.33,1.15E+00,3.15E+02,0.004784689,21516,4.93,0.07,5,,,,1.03,"01,63,06",01;01.04;63;06.07;63.01;06;,"METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); ",c.23,c.23.5;,Alpha and beta proteins (a/b),Flavodoxin-like,0,Unknown,,low,,851,no,2.498310554
YDCY_ECOLI,P76110,Hypothetical protein ydcY,3,114,3,1,9.00E+00,1.04E+03,0.009569378,8801,5.92,-0.64,3,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,852,no,3.017033339
LNT_ECOLI,P23930,Apolipoprotein N-acyltransferase (EC 2.3.1.-) (ALP N-acyltransferase) (Copper homeostasis,3,113,18,0.17,4.68E-01,1.86E+02,0.004784689,57067,10.24,0.27,14,,,,,"63,40,30,06",63.17;63;06.07;30;40.35;30.35;63.17.09;40;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; PROTEIN FATE (folding, modification, destination); ",,,,,6,CytoplasmicMembrane,,low,,853,no,2.269512944
RRMJ_ECOLI,P28692,Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.-) (rRNA (uridine-2'-O-)-methylt,2,93,9,0.22,6.68E-01,2.29E+02,0.007177033,23336,10.19,-0.24,5,,N,,,"11,63,03,40,04",63.17;63;04.01;04.01.99;40.03;11.01;03;04;03.03;11;03.03.01;63.17.07;40;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; TRANSCRIPTION; ",c.66,c.66.1;,Alpha and beta proteins (a/b),S-adenosyl-L-methionine-dependent methyltransferases,0,Unknown,,low,ftsJ-hflB,854,no,2.359835482
SDHL_ECOLI,P16095,L-serine dehydratase 1 (EC 4.3.1.17) (L-serine deaminase 1) (SDH 1) (L-SD1),3,113,10,0.3,9.95E-01,2.89E+02,0.011164274,48908,5.08,-0.05,12,0.44,N,,,1,01.01;01;01.01.10;01.01.10.05.01;01.01.10.05;,METABOLISM; ,,,,,0,Unknown,,low,sdaA,855,no,2.460897843
UVRD_ECOLI,P03018,DNA helicase II (EC 3.6.1.-),2,93,35,0.06,1.41E-01,9.26E+01,0.009569378,81991,6.18,-0.46,14,0.39,N,,,"63,03,40",03.01.03.01;03;63.19;03.01.05.01;63;03.01.03;40.37;40;03.01.05;03.01;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Unknown,,low,uvrD,856,no,1.966610987
MALQ_ECOLI,P15977,4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enz,3,112,25,0.12,3.18E-01,1.49E+02,0.006379585,78505,6.56,-0.39,23,0.33,N,,,"01,40",01;40.03;01.05.01.03.02;01.05;40;01.05.01;01.05.01.03;,METABOLISM; SUBCELLULAR LOCALISATION; ,c.1,c.1.8;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Cytoplasmic,,low,malPQ,857,no,2.173186268
YBHA_ECOLI,P21829,Hypothetical protein ybhA,3,112,7,0.43,1.68E+00,3.92E+02,0.004784689,30202,5.82,-0.13,9,0.36,E,,,99,99;,UNCLASSIFIED PROTEINS; ,"c.108,f.2",c.108.1;f.2.1;,"Alpha and beta proteins (a/b),Membrane and cell surface proteins and peptides","HAD-like,Membrane all-alpha",0,Unknown,,low,,858,no,2.593286067
GAL7_ECOLI,P09148,Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12) (Gal-1-P uridylyltransferase) (UDP,3,110,15,0.2,5.85E-01,2.12E+02,0.007974482,39647,6.45,-0.52,12,0.37,N,,,"63,01,40",01;63.19;63;63.19.99;40.03;01.05;40;01.05.01;01.05.01.01;01.05.01.01.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; SUBCELLULAR LOCALISATION; ,d.13,d.13.1;,Alpha and beta proteins (a+b),HIT-like,0,Unknown,,low,galETKM,859,no,2.326335861
PYRD_ECOLI,P05021,Dihydroorotate dehydrogenase (EC 1.3.3.1) (Dihydroorotate oxidase) (DHOdehase) (DHODase) (,3,110,20,0.15,4.13E-01,1.73E+02,0.004784689,36776,7.86,-0.11,9,,,,,"01,63,40",01;01.03;63;01.03.04.03;40;63.21;40.30;63.21.05;01.03.04;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,c.1,c.1.4;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Unknown,C,low,pyrD,860,no,2.238046103
